#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;FALSE;FALSE;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20150103;90000;1420272000;399,669
20150103;91500;1420272900;249,716
20150103;93000;1420273800;248,549
20150103;94500;1420274700;229,382
20150103;100000;1420275600;386,106
20150103;101500;1420276500;194,724
20150103;103000;1420277400;140,226
20150103;104500;1420278300;139,293
20150103;110000;1420279200;139,674
20150103;111500;1420280100;295,226
20150103;113000;1420281000;128,891
20150103;114500;1420281900;128,891
20150103;120000;1420282800;372,783
20150103;121500;1420283700;2216,96
20150103;123000;1420284600;352,79
20150103;124500;1420285500;797,898
20150103;130000;1420286400;349,228
20150103;131500;1420287300;128,703
20150103;133000;1420288200;276,861
20150103;134500;1420289100;128,703
20150103;140000;1420290000;128,816
20150103;141500;1420290900;274,25
20150103;143000;1420291800;433,363
20150103;144500;1420292700;282,416
20150103;150000;1420293600;292,449
20150103;151500;1420294500;277,232
20150103;153000;1420295400;322,029
20150103;154500;1420296300;139,965
20150103;160000;1420297200;129,542
20150103;161500;1420298100;129,542
20150103;163000;1420299000;142,088
20150103;164500;1420299900;235,175
20150103;170000;1420300800;399,922
20150103;171500;1420301700;363,872
20150103;173000;1420302600;2532,45
20150103;174500;1420303500;348,322
20150103;180000;1420304400;352,014
20150103;181500;1420305300;350,489
20150103;183000;1420306200;522,259
20150103;184500;1420307100;625,872
20150103;190000;1420308000;576,485
20150103;191500;1420308900;573,176
20150103;193000;1420309800;688,318
20150103;194500;1420310700;840,461
20150103;200000;1420311600;563,429
20150103;201500;1420312500;311,321
20150103;203000;1420313400;435,292
20150103;204500;1420314300;292,354
20150103;210000;1420315200;288,669
20150103;211500;1420316100;602,492
20150103;213000;1420317000;443,086
20150103;214500;1420317900;416,269
20150103;220000;1420318800;422,044
20150103;221500;1420319700;605,143
20150103;223000;1420320600;430,711
20150103;224500;1420321500;260,177
20150103;230000;1420322400;286,746
20150103;231500;1420323300;398,081
20150103;233000;1420324200;518,632
20150103;234500;1420325100;357,879
20150104;0;1420326000;348,475
20150104;1500;1420326900;362,1
20150104;3000;1420327800;280,247
20150104;4500;1420328700;131,2
20150104;10000;1420329600;131,291
20150104;11500;1420330500;131,291
20150104;13000;1420331400;293,146
20150104;14500;1420332300;131,291
20150104;20000;1420333200;131,38
20150104;21500;1420334100;131,38
20150104;23000;1420335000;131,38
20150104;24500;1420335900;278,963
20150104;30000;1420336800;131,499
20150104;31500;1420337700;131,499
20150104;33000;1420338600;131,499
20150104;34500;1420339500;299,314
20150104;40000;1420340400;131,558
20150104;41500;1420341300;131,558
20150104;43000;1420342200;131,558
20150104;44500;1420343100;131,558
20150104;50000;1420344000;278,967
20150104;51500;1420344900;131,645
20150104;53000;1420345800;131,645
20150104;54500;1420346700;131,645
20150104;60000;1420347600;407,753
20150104;61500;1420348500;251,674
20150104;63000;1420349400;131,674
20150104;64500;1420350300;131,674
20150104;70000;1420351200;131,761
20150104;71500;1420352100;292,837
20150104;73000;1420353000;142,627
20150104;74500;1420353900;141,927
20150104;80000;1420354800;142,67
20150104;81500;1420355700;328,703
20150104;83000;1420356600;182,85
20150104;84500;1420357500;131,904
20150104;90000;1420358400;131,587
20150104;91500;1420359300;131,587
20150104;93000;1420360200;544,874
20150104;94500;1420361100;383,587
20150104;100000;1420362000;369,246
20150104;101500;1420362900;2354,15
20150104;103000;1420363800;307,592
20150104;104500;1420364700;131,079
20150104;110000;1420365600;130,222
20150104;111500;1420366500;130,222
20150104;113000;1420367400;130,222
20150104;114500;1420368300;278,432
20150104;120000;1420369200;128,741
20150104;121500;1420370100;128,741
20150104;123000;1420371000;128,741
20150104;124500;1420371900;291,084
20150104;130000;1420372800;129,076
20150104;131500;1420373700;129,076
20150104;133000;1420374600;129,076
20150104;134500;1420375500;311,25
20150104;140000;1420376400;129,329
20150104;141500;1420377300;129,329
20150104;143000;1420378200;129,329
20150104;144500;1420379100;129,329
20150104;150000;1420380000;248,947
20150104;151500;1420380900;129,646
20150104;153000;1420381800;130,23
20150104;154500;1420382700;296,594
20150104;160000;1420383600;160,402
20150104;161500;1420384500;325,644
20150104;163000;1420385400;331,369
20150104;164500;1420386300;515,384
20150104;170000;1420387200;365,736
20150104;171500;1420388100;389,22
20150104;173000;1420389000;249,853
20150104;174500;1420389900;1760,04
20150104;180000;1420390800;1290,28
20150104;181500;1420391700;260,854
20150104;183000;1420392600;260,537
20150104;184500;1420393500;413,781
20150104;190000;1420394400;251,147
20150104;191500;1420395300;251,264
20150104;193000;1420396200;421,777
20150104;194500;1420397100;249,989
20150104;200000;1420398000;250,255
20150104;201500;1420398900;250,255
20150104;203000;1420399800;983,916
20150104;204500;1420400700;786,946
20150104;210000;1420401600;827,176
20150104;211500;1420402500;858,693
20150104;213000;1420403400;617,701
20150104;214500;1420404300;397,616
20150104;220000;1420405200;250,832
20150104;221500;1420406100;250,832
20150104;223000;1420407000;250,832
20150104;224500;1420407900;399,966
20150104;230000;1420408800;250,863
20150104;231500;1420409700;250,863
20150104;233000;1420410600;250,863
20150104;234500;1420411500;413,276
20150105;0;1420412400;251,14
20150105;1500;1420413300;251,14
20150105;3000;1420414200;131,14
20150105;4500;1420415100;131,14
20150105;10000;1420416000;278,442
20150105;11500;1420416900;130,894
20150105;13000;1420417800;130,894
20150105;14500;1420418700;130,894
20150105;20000;1420419600;300,101
20150105;21500;1420420500;131,048
20150105;23000;1420421400;131,048
20150105;24500;1420422300;131,048
20150105;30000;1420423200;131,109
20150105;31500;1420424100;278,379
20150105;33000;1420425000;131,109
20150105;34500;1420425900;131,109
20150105;40000;1420426800;131,14
20150105;41500;1420427700;287,915
20150105;43000;1420428600;131,14
20150105;44500;1420429500;131,14
20150105;50000;1420430400;131,38
20150105;51500;1420431300;131,38
20150105;53000;1420432200;281,717
20150105;54500;1420433100;131,38
20150105;60000;1420434000;403,757
20150105;61500;1420434900;358,849
20150105;63000;1420435800;545,635
20150105;64500;1420436700;424,895
20150105;70000;1420437600;131,499
20150105;71500;1420438500;131,499
20150105;73000;1420439400;131,499
20150105;74500;1420440300;701,547
20150105;80000;1420441200;478,853
20150105;81500;1420442100;251,469
20150105;83000;1420443000;251,469
20150105;84500;1420443900;430,112
20150105;90000;1420444800;251,17
20150105;91500;1420445700;251,17
20150105;93000;1420446600;250,003
20150105;94500;1420447500;220,003
20150105;100000;1420448400;337,753
20150105;101500;1420449300;159,508
20150105;103000;1420450200;130,674
20150105;104500;1420451100;130,674
20150105;110000;1420452000;292,402
20150105;111500;1420452900;129,257
20150105;113000;1420453800;129,257
20150105;114500;1420454700;129,257
20150105;120000;1420455600;310,334
20150105;121500;1420456500;127,794
20150105;123000;1420457400;127,794
20150105;124500;1420458300;127,794
20150105;130000;1420459200;128,473
20150105;131500;1420460100;272,31
20150105;133000;1420461000;128,473
20150105;134500;1420461900;128,473
20150105;140000;1420462800;280,056
20150105;141500;1420463700;128,396
20150105;143000;1420464600;128,396
20150105;144500;1420465500;128,396
20150105;150000;1420466400;2383,36
20150105;151500;1420467300;383,848
20150105;153000;1420468200;358,148
20150105;154500;1420469100;373,657
20150105;160000;1420470000;342,418
20150105;161500;1420470900;498,262
20150105;163000;1420471800;401,877
20150105;164500;1420472700;416,835
20150105;170000;1420473600;873,751
20150105;171500;1420474500;674,629
20150105;173000;1420475400;679,537
20150105;174500;1420476300;848,169
20150105;180000;1420477200;687,081
20150105;181500;1420478100;819,456
20150105;183000;1420479000;602,339
20150105;184500;1420479900;785,831
20150105;190000;1420480800;623,005
20150105;191500;1420481700;608,113
20150105;193000;1420482600;607,03
20150105;194500;1420483500;2460,93
20150105;200000;1420484400;1716,82
20150105;201500;1420485300;830,747
20150105;203000;1420486200;822,497
20150105;204500;1420487100;608,789
20150105;210000;1420488000;626,218
20150105;211500;1420488900;451,021
20150105;213000;1420489800;467,055
20150105;214500;1420490700;355,613
20150105;220000;1420491600;641,813
20150105;221500;1420492500;487,555
20150105;223000;1420493400;502,13
20150105;224500;1420494300;491,122
20150105;230000;1420495200;351,542
20150105;231500;1420496100;497,582
20150105;233000;1420497000;347,158
20150105;234500;1420497900;352,933
20150106;0;1420498800;348,361
20150106;1500;1420499700;300,317
20150106;3000;1420500600;129,853
20150106;4500;1420501500;129,853
20150106;10000;1420502400;129,257
20150106;11500;1420503300;274,857
20150106;13000;1420504200;418,102
20150106;14500;1420505100;278,224
20150106;20000;1420506000;278,304
20150106;21500;1420506900;277,387
20150106;23000;1420507800;429,869
20150106;24500;1420508700;272,42
20150106;30000;1420509600;276,71
20150106;31500;1420510500;282,452
20150106;33000;1420511400;128,627
20150106;34500;1420512300;279,033
20150106;40000;1420513200;128,356
20150106;41500;1420514100;128,356
20150106;43000;1420515000;128,356
20150106;44500;1420515900;312,482
20150106;50000;1420516800;348,731
20150106;51500;1420517700;247,998
20150106;53000;1420518600;247,998
20150106;54500;1420519500;247,998
20150106;60000;1420520400;285,834
20150106;61500;1420521300;127,917
20150106;63000;1420522200;127,917
20150106;64500;1420523100;127,917
20150106;70000;1420524000;306,407
20150106;71500;1420524900;127,585
20150106;73000;1420525800;247,585
20150106;74500;1420526700;247,585
20150106;80000;1420527600;247,416
20150106;81500;1420528500;749,257
20150106;83000;1420529400;247,416
20150106;84500;1420530300;247,416
20150106;90000;1420531200;247,243
20150106;91500;1420532100;411,015
20150106;93000;1420533000;247,243
20150106;94500;1420533900;127,243
20150106;100000;1420534800;126,753
20150106;101500;1420535700;308,841
20150106;103000;1420536600;2146,97
20150106;104500;1420537500;231,797
20150106;110000;1420538400;1371,76
20150106;111500;1420539300;1373,46
20150106;113000;1420540200;1472,42
20150106;114500;1420541100;126,523
20150106;120000;1420542000;126,523
20150106;121500;1420542900;1597,49
20150106;123000;1420543800;412,145
20150106;124500;1420544700;338,922
20150106;130000;1420545600;126,708
20150106;131500;1420546500;2076,75
20150106;133000;1420547400;3547,93
20150106;134500;1420548300;3546,82
20150106;140000;1420549200;366,824
20150106;141500;1420550100;165,566
20150106;143000;1420551000;309,396
20150106;144500;1420551900;126,708
20150106;150000;1420552800;246,662
20150106;151500;1420553700;293,867
20150106;153000;1420554600;247,821
20150106;154500;1420555500;246,662
20150106;160000;1420556400;374,303
20150106;161500;1420557300;246,708
20150106;163000;1420558200;246,708
20150106;164500;1420559100;246,708
20150106;170000;1420560000;423,481
20150106;171500;1420560900;246,569
20150106;173000;1420561800;246,569
20150106;174500;1420562700;246,569
20150106;180000;1420563600;246,569
20150106;181500;1420564500;393,839
20150106;183000;1420565400;246,569
20150106;184500;1420566300;2121,75
20150106;190000;1420567200;246,523
20150106;191500;1420568100;395,901
20150106;193000;1420569000;246,523
20150106;194500;1420569900;397,081
20150106;200000;1420570800;691,731
20150106;201500;1420571700;822,641
20150106;203000;1420572600;781,518
20150106;204500;1420573500;551,629
20150106;210000;1420574400;516,562
20150106;211500;1420575300;3817,9
20150106;213000;1420576200;4109,31
20150106;214500;1420577100;661,545
20150106;220000;1420578000;415,729
20150106;221500;1420578900;463,27
20150106;223000;1420579800;596,909
20150106;224500;1420580700;420,729
20150106;230000;1420581600;271,337
20150106;231500;1420582500;126,287
20150106;233000;1420583400;126,287
20150106;234500;1420584300;273,609
20150107;0;1420585200;126,191
20150107;1500;1420586100;126,191
20150107;3000;1420587000;126,191
20150107;4500;1420587900;284,622
20150107;10000;1420588800;126,191
20150107;11500;1420589700;126,191
20150107;13000;1420590600;126,191
20150107;14500;1420591500;126,191
20150107;20000;1420592400;276,772
20150107;21500;1420593300;126,191
20150107;23000;1420594200;126,191
20150107;24500;1420595100;126,191
20150107;30000;1420596000;293,536
20150107;31500;1420596900;251,887
20150107;33000;1420597800;126,287
20150107;34500;1420598700;126,287
20150107;40000;1420599600;126,287
20150107;41500;1420600500;284,971
20150107;43000;1420601400;126,287
20150107;44500;1420602300;126,287
20150107;50000;1420603200;126,287
20150107;51500;1420604100;295,845
20150107;53000;1420605000;126,287
20150107;54500;1420605900;126,287
20150107;60000;1420606800;126,429
20150107;61500;1420607700;126,429
20150107;63000;1420608600;274,936
20150107;64500;1420609500;126,429
20150107;70000;1420610400;137,706
20150107;71500;1420611300;137,69
20150107;73000;1420612200;291,044
20150107;74500;1420613100;126,523
20150107;80000;1420614000;126,662
20150107;81500;1420614900;126,662
20150107;83000;1420615800;318,311
20150107;84500;1420616700;136,928
20150107;90000;1420617600;137,891
20150107;91500;1420618500;146,708
20150107;93000;1420619400;246,708
20150107;94500;1420620300;293,716
20150107;100000;1420621200;257,645
20150107;101500;1420622100;137,528
20150107;103000;1420623000;423,762
20150107;104500;1420623900;266,678
20150107;110000;1420624800;270,291
20150107;111500;1420625700;279,416
20150107;113000;1420626600;307,88
20150107;114500;1420627500;126,708
20150107;120000;1420628400;126,753
20150107;121500;1420629300;126,753
20150107;123000;1420630200;396,62
20150107;124500;1420631100;509,992
20150107;130000;1420632000;2563,93
20150107;131500;1420632900;419,216
20150107;133000;1420633800;368,129
20150107;134500;1420634700;200,233
20150107;140000;1420635600;214,063
20150107;141500;1420636500;2398,56
20150107;143000;1420637400;126,662
20150107;144500;1420638300;246,662
20150107;150000;1420639200;246,753
20150107;151500;1420640100;668,58
20150107;153000;1420641000;472,703
20150107;154500;1420641900;472,187
20150107;160000;1420642800;468,636
20150107;161500;1420643700;478,361
20150107;163000;1420644600;611,841
20150107;164500;1420645500;455,894
20150107;170000;1420646400;477,476
20150107;171500;1420647300;458,251
20150107;173000;1420648200;607,407
20150107;174500;1420649100;476,126
20150107;180000;1420650000;337,873
20150107;181500;1420650900;337,498
20150107;183000;1420651800;641,317
20150107;184500;1420652700;457,506
20150107;190000;1420653600;246,979
20150107;191500;1420654500;246,979
20150107;193000;1420655400;246,979
20150107;194500;1420656300;394,667
20150107;200000;1420657200;1113,98
20150107;201500;1420658100;488,58
20150107;203000;1420659000;259,119
20150107;204500;1420659900;566,363
20150107;210000;1420660800;387,195
20150107;211500;1420661700;390,695
20150107;213000;1420662600;247,112
20150107;214500;1420663500;247,112
20150107;220000;1420664400;394,443
20150107;221500;1420665300;247,156
20150107;223000;1420666200;247,156
20150107;224500;1420667100;127,156
20150107;230000;1420668000;286,415
20150107;231500;1420668900;127,2
20150107;233000;1420669800;127,2
20150107;234500;1420670700;127,2
20150108;0;1420671600;127,2
20150108;1500;1420672500;278,006
20150108;3000;1420673400;127,2
20150108;4500;1420674300;127,2
20150108;10000;1420675200;127,2
20150108;11500;1420676100;263,342
20150108;13000;1420677000;275,602
20150108;14500;1420677900;127,2
20150108;20000;1420678800;127,243
20150108;21500;1420679700;127,243
20150108;23000;1420680600;286,711
20150108;24500;1420681500;127,243
20150108;30000;1420682400;127,243
20150108;31500;1420683300;127,243
20150108;33000;1420684200;298,169
20150108;34500;1420685100;127,243
20150108;40000;1420686000;127,33
20150108;41500;1420686900;127,33
20150108;43000;1420687800;127,33
20150108;44500;1420688700;275,871
20150108;50000;1420689600;127,458
20150108;51500;1420690500;127,458
20150108;53000;1420691400;247,458
20150108;54500;1420692300;412,642
20150108;60000;1420693200;247,543
20150108;61500;1420694100;247,543
20150108;63000;1420695000;247,543
20150108;64500;1420695900;610,685
20150108;70000;1420696800;138,452
20150108;71500;1420697700;137,752
20150108;73000;1420698600;138,352
20150108;74500;1420699500;138,202
20150108;80000;1420700400;394,593
20150108;81500;1420701300;247,585
20150108;83000;1420702200;255,265
20150108;84500;1420703100;476,718
20150108;90000;1420704000;2425,57
20150108;91500;1420704900;247,501
20150108;93000;1420705800;247,501
20150108;94500;1420706700;429,64
20150108;100000;1420707600;247,416
20150108;101500;1420708500;247,416
20150108;103000;1420709400;257,666
20150108;104500;1420710300;242,799
20150108;110000;1420711200;376,104
20150108;111500;1420712100;210,837
20150108;113000;1420713000;2321,63
20150108;114500;1420713900;341,749
20150108;120000;1420714800;157,435
20150108;121500;1420715700;141,66
20150108;123000;1420716600;198,444
20150108;124500;1420717500;137,632
20150108;130000;1420718400;147,501
20150108;131500;1420719300;157,501
20150108;133000;1420720200;346,669
20150108;134500;1420721100;177,501
20150108;140000;1420722000;452,72
20150108;141500;1420722900;423,336
20150108;143000;1420723800;444,228
20150108;144500;1420724700;581,649
20150108;150000;1420725600;447,18
20150108;151500;1420726500;455,722
20150108;153000;1420727400;468,658
20150108;154500;1420728300;605,105
20150108;160000;1420729200;465,993
20150108;161500;1420730100;468,568
20150108;163000;1420731000;455,81
20150108;164500;1420731900;632,554
20150108;170000;1420732800;604,537
20150108;171500;1420733700;605,953
20150108;173000;1420734600;760,495
20150108;174500;1420735500;759,087
20150108;180000;1420736400;899,482
20150108;181500;1420737300;621,57
20150108;183000;1420738200;593,695
20150108;184500;1420739100;607,978
20150108;190000;1420740000;778,177
20150108;191500;1420740900;390,721
20150108;193000;1420741800;392,646
20150108;194500;1420742700;252,396
20150108;200000;1420743600;400,941
20150108;201500;1420744500;534,286
20150108;203000;1420745400;393,724
20150108;204500;1420746300;402,524
20150108;210000;1420747200;247,501
20150108;211500;1420748100;407,378
20150108;213000;1420749000;247,501
20150108;214500;1420749900;253,618
20150108;220000;1420750800;405,728
20150108;221500;1420751700;392,436
20150108;223000;1420752600;550,042
20150108;224500;1420753500;247,669
20150108;230000;1420754400;127,669
20150108;231500;1420755300;127,669
20150108;233000;1420756200;232,776
20150108;234500;1420757100;276,925
20150109;0;1420758000;127,711
20150109;1500;1420758900;127,711
20150109;3000;1420759800;127,711
20150109;4500;1420760700;287,902
20150109;10000;1420761600;127,711
20150109;11500;1420762500;127,711
20150109;13000;1420763400;127,711
20150109;14500;1420764300;300,309
20150109;20000;1420765200;127,711
20150109;21500;1420766100;127,711
20150109;23000;1420767000;127,711
20150109;24500;1420767900;127,711
20150109;30000;1420768800;276,475
20150109;31500;1420769700;127,794
20150109;33000;1420770600;127,794
20150109;34500;1420771500;127,794
20150109;40000;1420772400;293,668
20150109;41500;1420773300;127,752
20150109;43000;1420774200;127,752
20150109;44500;1420775100;127,752
20150109;50000;1420776000;285,201
20150109;51500;1420776900;147,838
20150109;53000;1420777800;127,711
20150109;54500;1420778700;127,711
20150109;60000;1420779600;127,627
20150109;61500;1420780500;274,688
20150109;63000;1420781400;127,627
20150109;64500;1420782300;247,627
20150109;70000;1420783200;400,762
20150109;71500;1420784100;258,519
20150109;73000;1420785000;247,585
20150109;74500;1420785900;247,585
20150109;80000;1420786800;430,474
20150109;81500;1420787700;247,585
20150109;83000;1420788600;247,585
20150109;84500;1420789500;247,585
20150109;90000;1420790400;247,543
20150109;91500;1420791300;396,381
20150109;93000;1420792200;247,543
20150109;94500;1420793100;247,543
20150109;100000;1420794000;418,749
20150109;101500;1420794900;247,501
20150109;103000;1420795800;247,501
20150109;104500;1420796700;290,465
20150109;110000;1420797600;247,458
20150109;111500;1420798500;247,458
20150109;113000;1420799400;247,458
20150109;114500;1420800300;798,285
20150109;120000;1420801200;939,967
20150109;121500;1420802100;636,631
20150109;123000;1420803000;336,875
20150109;124500;1420803900;247,458
20150109;130000;1420804800;3808,98
20150109;131500;1420805700;3559,1
20150109;133000;1420806600;3613,53
20150109;134500;1420807500;148,318
20150109;140000;1420808400;317,525
20150109;141500;1420809300;127,585
20150109;143000;1420810200;127,585
20150109;144500;1420811100;127,585
