#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;FALSE;FALSE;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20150103;83000;1420270200;245,21
20150103;84500;1420271100;107,539
20150103;90000;1420272000;216,893
20150103;91500;1420272900;216,76
20150103;93000;1420273800;378,111
20150103;94500;1420274700;185,61
20150103;100000;1420275600;155,48
20150103;101500;1420276500;125,48
20150103;103000;1420277400;275,752
20150103;104500;1420278300;110,026
20150103;110000;1420279200;96,411
20150103;111500;1420280100;247,111
20150103;113000;1420281000;240,528
20150103;114500;1420281900;391,714
20150103;120000;1420282800;245,583
20150103;121500;1420283700;96,1666
20150103;123000;1420284600;96,1666
20150103;124500;1420285500;96,2333
20150103;130000;1420286400;246,081
20150103;131500;1420287300;96,0844
20150103;133000;1420288200;96,3011
20150103;134500;1420289100;96,3011
20150103;140000;1420290000;276,981
20150103;141500;1420290900;96,4839
20150103;143000;1420291800;96,1839
20150103;144500;1420292700;96,3673
20150103;150000;1420293600;96,5617
20150103;151500;1420294500;249,587
20150103;153000;1420295400;96,5617
20150103;154500;1420296300;96,6617
20150103;160000;1420297200;96,7916
20150103;161500;1420298100;258,145
20150103;163000;1420299000;96,8916
20150103;164500;1420299900;351,558
20150103;170000;1420300800;317,784
20150103;171500;1420301700;333,776
20150103;173000;1420302600;469,222
20150103;174500;1420303500;324,367
20150103;180000;1420304400;318,856
20150103;181500;1420305300;306,523
20150103;183000;1420306200;440,158
20150103;184500;1420307100;318,898
20150103;190000;1420308000;308,421
20150103;191500;1420308900;294,988
20150103;193000;1420309800;2470,38
20150103;194500;1420310700;97,4543
20150103;200000;1420311600;97,565
20150103;201500;1420312500;97,6984
20150103;203000;1420313400;277,835
20150103;204500;1420314300;97,3984
20150103;210000;1420315200;97,5096
20150103;211500;1420316100;97,6262
20150103;213000;1420317000;247,237
20150103;214500;1420317900;97,6262
20150103;220000;1420318800;97,6826
20150103;221500;1420319700;97,5826
20150103;223000;1420320600;384,906
20150103;224500;1420321500;217,583
20150103;230000;1420322400;217,691
20150103;231500;1420323300;217,841
20150103;233000;1420324200;217,957
20150103;234500;1420325100;367,203
20150104;0;1420326000;217,845
20150104;1500;1420326900;217,762
20150104;3000;1420327800;376,182
20150104;4500;1420328700;217,579
20150104;10000;1420329600;97,3814
20150104;11500;1420330500;271,652
20150104;13000;1420331400;97,4481
20150104;14500;1420332300;97,8147
20150104;20000;1420333200;97,8172
20150104;21500;1420334100;263,285
20150104;23000;1420335000;97,7338
20150104;24500;1420335900;97,8672
20150104;30000;1420336800;97,8864
20150104;31500;1420337700;279,948
20150104;33000;1420338600;106,594
20150104;34500;1420339500;97,9364
20150104;40000;1420340400;97,9708
20150104;41500;1420341300;98,1041
20150104;43000;1420342200;246,764
20150104;44500;1420343100;97,9708
20150104;50000;1420344000;98,0887
20150104;51500;1420344900;98,022
20150104;53000;1420345800;255,921
20150104;54500;1420346700;98,1053
20150104;60000;1420347600;98,1056
20150104;61500;1420348500;98,1556
20150104;63000;1420349400;97,9056
20150104;64500;1420350300;246,328
20150104;70000;1420351200;97,973
20150104;71500;1420352100;98,223
20150104;73000;1420353000;98,0897
20150104;74500;1420353900;261,355
20150104;80000;1420354800;98,24
20150104;81500;1420355700;218,257
20150104;83000;1420356600;218,173
20150104;84500;1420357500;366,459
20150104;90000;1420358400;135,87
20150104;91500;1420359300;97,8546
20150104;93000;1420360200;97,8546
20150104;94500;1420361100;97,8712
20150104;100000;1420362000;251,07
20150104;101500;1420362900;97,6908
20150104;103000;1420363800;108,541
20150104;104500;1420364700;108,657
20150104;110000;1420365600;108,023
20150104;111500;1420366500;258,175
20150104;113000;1420367400;107,839
20150104;114500;1420368300;108,289
20150104;120000;1420369200;107,273
20150104;121500;1420370100;278,638
20150104;123000;1420371000;96,3232
20150104;124500;1420371900;96,3899
20150104;130000;1420372800;96,519
20150104;131500;1420373700;96,3023
20150104;133000;1420374600;249,846
20150104;134500;1420375500;96,519
20150104;140000;1420376400;96,6172
20150104;141500;1420377300;96,7839
20150104;143000;1420378200;258,32
20150104;144500;1420379100;96,6672
20150104;150000;1420380000;96,8528
20150104;151500;1420380900;96,9528
20150104;153000;1420381800;97,4362
20150104;154500;1420382700;261,442
20150104;160000;1420383600;127,537
20150104;161500;1420384500;142,77
20150104;163000;1420385400;157,637
20150104;164500;1420386300;331,275
20150104;170000;1420387200;187,724
20150104;171500;1420388100;202,574
20150104;173000;1420389000;217,307
20150104;174500;1420389900;392,474
20150104;180000;1420390800;227,86
20150104;181500;1420391700;227,644
20150104;183000;1420392600;228,127
20150104;184500;1420393500;390,118
20150104;190000;1420394400;217,286
20150104;191500;1420395300;217,286
20150104;193000;1420396200;217,22
20150104;194500;1420397100;367,227
20150104;200000;1420398000;217,375
20150104;201500;1420398900;217,509
20150104;203000;1420399800;217,559
20150104;204500;1420400700;385,528
20150104;210000;1420401600;217,436
20150104;211500;1420402500;217,552
20150104;213000;1420403400;217,436
20150104;214500;1420404300;217,552
20150104;220000;1420405200;367,042
20150104;221500;1420406100;217,546
20150104;223000;1420407000;476,863
20150104;224500;1420407900;601,752
20150104;230000;1420408800;217,564
20150104;231500;1420409700;217,714
20150104;233000;1420410600;392,79
20150104;234500;1420411500;217,681
20150105;0;1420412400;217,81
20150105;1500;1420413300;97,7264
20150105;3000;1420414200;264,001
20150105;4500;1420415100;97,5431
20150105;10000;1420416000;97,1493
20150105;11500;1420416900;97,466
20150105;13000;1420417800;258,895
20150105;14500;1420418700;130,755
20150105;20000;1420419600;97,6229
20150105;21500;1420420500;97,6729
20150105;23000;1420421400;97,5395
20150105;24500;1420422300;246,422
20150105;30000;1420423200;97,6586
20150105;31500;1420424100;97,4753
20150105;33000;1420425000;97,7086
20150105;34500;1420425900;256,312
20150105;40000;1420426800;97,7264
20150105;41500;1420427700;97,8598
20150105;43000;1420428600;97,8931
20150105;44500;1420429500;97,7264
20150105;50000;1420430400;246,124
20150105;51500;1420431300;97,8672
20150105;53000;1420432200;97,9838
20150105;54500;1420433100;97,9505
20150105;60000;1420434000;261,745
20150105;61500;1420434900;97,9314
20150105;63000;1420435800;97,6814
20150105;64500;1420436700;217,931
20150105;70000;1420437600;335,423
20150105;71500;1420438500;422,139
20150105;73000;1420439400;343,495
20150105;74500;1420440300;218,02
20150105;80000;1420441200;217,986
20150105;81500;1420442100;371,766
20150105;83000;1420443000;97,9192
20150105;84500;1420443900;97,9192
20150105;90000;1420444800;97,7442
20150105;91500;1420445700;97,6109
20150105;93000;1420446600;247,496
20150105;94500;1420447500;97,6275
20150105;100000;1420448400;97,4542
20150105;101500;1420449300;126,288
20150105;103000;1420450200;281,321
20150105;104500;1420451100;97,5542
20150105;110000;1420452000;96,6252
20150105;111500;1420452900;96,7419
20150105;113000;1420453800;399,344
20150105;114500;1420454700;2293,12
20150105;120000;1420455600;697,801
20150105;121500;1420456500;95,7692
20150105;123000;1420457400;95,7692
20150105;124500;1420458300;258,354
20150105;130000;1420459200;96,1666
20150105;131500;1420460100;95,95
20150105;133000;1420461000;96,1666
20150105;134500;1420461900;96,1666
20150105;140000;1420462800;244,942
20150105;141500;1420463700;96,2379
20150105;143000;1420464600;95,9379
20150105;144500;1420465500;230,68
20150105;150000;1420466400;384,447
20150105;151500;1420467300;239,962
20150105;153000;1420468200;96,2789
20150105;154500;1420469100;107,312
20150105;160000;1420470000;283,691
20150105;161500;1420470900;107,65
20150105;163000;1420471800;108,166
20150105;164500;1420472700;97,0496
20150105;170000;1420473600;228,546
20150105;171500;1420474500;96,8491
20150105;173000;1420475400;97,1658
20150105;174500;1420476300;96,8325
20150105;180000;1420477200;247,174
20150105;181500;1420478100;96,8731
20150105;183000;1420479000;97,2231
20150105;184500;1420479900;97,0065
20150105;190000;1420480800;772,835
20150105;191500;1420481700;97,2666
20150105;193000;1420482600;97,1999
20150105;194500;1420483500;217,183
20150105;200000;1420484400;217,22
20150105;201500;1420485300;513,483
20150105;203000;1420486200;372,153
20150105;204500;1420487100;369,67
20150105;210000;1420488000;530,924
20150105;211500;1420488900;375,125
20150105;213000;1420489800;363,017
20150105;214500;1420490700;547,455
20150105;220000;1420491600;377,728
20150105;221500;1420492500;374,236
20150105;223000;1420493400;359,395
20150105;224500;1420494300;553,706
20150105;230000;1420495200;228,08
20150105;231500;1420496100;217,064
20150105;233000;1420497000;217,18
20150105;234500;1420497900;348,219
20150106;0;1420498800;274,78
20150106;1500;1420499700;216,974
20150106;3000;1420500600;96,9737
20150106;4500;1420501500;96,7903
20150106;10000;1420502400;245,063
20150106;11500;1420503300;96,5086
20150106;13000;1420504200;353,275
20150106;14500;1420505100;337,292
20150106;20000;1420506000;255,782
20150106;21500;1420506900;96,3892
20150106;23000;1420507800;96,2558
20150106;24500;1420508700;96,3892
20150106;30000;1420509600;96,2066
20150106;31500;1420510500;244,248
20150106;33000;1420511400;96,2566
20150106;34500;1420512300;96,2566
20150106;40000;1420513200;96,0983
20150106;41500;1420514100;260,934
20150106;43000;1420515000;96,265
20150106;44500;1420515900;96,0983
20150106;50000;1420516800;95,9554
20150106;51500;1420517700;183,106
20150106;53000;1420518600;183,144
20150106;54500;1420519500;95,9721
20150106;60000;1420520400;95,9079
20150106;61500;1420521300;95,9579
20150106;63000;1420522200;249,804
20150106;64500;1420523100;95,9579
20150106;70000;1420524000;95,5306
20150106;71500;1420524900;95,7806
20150106;73000;1420525800;95,6473
20150106;74500;1420526700;256,556
20150106;80000;1420527600;106,481
20150106;81500;1420528500;106,465
20150106;83000;1420529400;106,515
20150106;84500;1420530300;280,501
20150106;90000;1420531200;95,4471
20150106;91500;1420532100;95,3138
20150106;93000;1420533000;95,3138
20150106;94500;1420533900;95,3304
20150106;100000;1420534800;249,256
20150106;101500;1420535700;95,1606
20150106;103000;1420536600;95,2273
20150106;104500;1420537500;95,2606
20150106;110000;1420538400;258,365
20150106;111500;1420539300;95,1425
20150106;113000;1420540200;95,0258
20150106;114500;1420541100;95,3425
20150106;120000;1420542000;95,1091
20150106;121500;1420542900;243,827
20150106;123000;1420543800;233,317
20150106;124500;1420544700;245,559
20150106;130000;1420545600;235,626
20150106;131500;1420546500;410,798
20150106;133000;1420547400;256,734
20150106;134500;1420548300;252,909
20150106;140000;1420549200;242,017
20150106;141500;1420550100;437,429
20150106;143000;1420551000;493,651
20150106;144500;1420551900;461,609
20150106;150000;1420552800;316,765
20150106;151500;1420553700;196,315
20150106;153000;1420554600;116,477
20150106;154500;1420555500;234,407
20150106;160000;1420556400;242,842
20150106;161500;1420557300;390,014
20150106;163000;1420558200;237,176
20150106;164500;1420559100;95,6006
20150106;170000;1420560000;95,2197
20150106;171500;1420560900;265,433
20150106;173000;1420561800;95,3863
20150106;174500;1420562700;95,053
20150106;180000;1420563600;95,1197
20150106;181500;1420564500;215,053
20150106;183000;1420565400;364,763
20150106;184500;1420566300;215,186
20150106;190000;1420567200;95,2591
20150106;191500;1420568100;257,017
20150106;193000;1420569000;95,1925
20150106;194500;1420569900;95,1758
20150106;200000;1420570800;391,215
20150106;201500;1420571700;195,271
20150106;203000;1420572600;215,321
20150106;204500;1420573500;214,971
20150106;210000;1420574400;383,259
20150106;211500;1420575300;215,005
20150106;213000;1420576200;214,888
20150106;214500;1420577100;215,005
20150106;220000;1420578000;315,703
20150106;221500;1420578900;297,108
20150106;223000;1420579800;214,888
20150106;224500;1420580700;214,888
20150106;230000;1420581600;94,8879
20150106;231500;1420582500;244,014
20150106;233000;1420583400;95,1546
20150106;234500;1420584300;95,0046
20150107;0;1420585200;94,9152
20150107;1500;1420586100;254,947
20150107;3000;1420587000;94,8318
20150107;4500;1420587900;94,6485
20150107;10000;1420588800;94,3985
20150107;11500;1420589700;94,7152
20150107;13000;1420590600;242,725
20150107;14500;1420591500;94,8318
20150107;20000;1420592400;94,7818
20150107;21500;1420593300;94,8318
20150107;23000;1420594200;260,047
20150107;24500;1420595100;94,8318
20150107;30000;1420596000;94,8379
20150107;31500;1420596900;94,6546
20150107;33000;1420597800;152,069
20150107;34500;1420598700;206,629
20150107;40000;1420599600;94,8879
20150107;41500;1420600500;95,0212
20150107;43000;1420601400;95,0546
20150107;44500;1420602300;249,455
20150107;50000;1420603200;94,9546
20150107;51500;1420604100;94,8879
20150107;53000;1420605000;95,0046
20150107;54500;1420605900;94,9712
20150107;60000;1420606800;245,184
20150107;61500;1420607700;95,0877
20150107;63000;1420608600;94,8377
20150107;64500;1420609500;95,0877
20150107;70000;1420610400;280,928
20150107;71500;1420611300;95,1591
20150107;73000;1420612200;95,0258
20150107;74500;1420613100;95,1091
20150107;80000;1420614000;95,1737
20150107;81500;1420614900;249,775
20150107;83000;1420615800;215,107
20150107;84500;1420616700;215,107
20150107;90000;1420617600;215,134
20150107;91500;1420618500;379,178
20150107;93000;1420619400;215,001
20150107;94500;1420620300;215,017
20150107;100000;1420621200;215,107
20150107;101500;1420622100;95,1071
20150107;103000;1420623000;243,835
20150107;104500;1420623900;95,2071
20150107;110000;1420624800;95,1339
20150107;111500;1420625700;95,2506
20150107;113000;1420626600;255,616
20150107;114500;1420627500;95,4506
20150107;120000;1420628400;1342,78
20150107;121500;1420629300;95,1606
20150107;123000;1420630200;1786,99
20150107;124500;1420631100;1522,27
20150107;130000;1420632000;95,1339
20150107;131500;1420632900;94,9172
20150107;133000;1420633800;395,299
20150107;134500;1420634700;2109,8
20150107;140000;1420635600;2111,71
20150107;141500;1420636500;573,682
20150107;143000;1420637400;707,768
20150107;144500;1420638300;546,269
20150107;150000;1420639200;554,088
20150107;151500;1420640100;570,316
20150107;153000;1420641000;361,85
20150107;154500;1420641900;221,946
20150107;160000;1420642800;369,143
20150107;161500;1420643700;388,397
20150107;163000;1420644600;322,697
20150107;164500;1420645500;465,729
20150107;170000;1420646400;321,483
20150107;171500;1420647300;311,533
20150107;173000;1420648200;475,105
20150107;174500;1420649100;95,2664
20150107;180000;1420650000;215,307
20150107;181500;1420650900;271,422
20150107;183000;1420651800;95,5901
20150107;184500;1420652700;95,3734
20150107;190000;1420653600;95,5258
20150107;191500;1420654500;265,277
20150107;193000;1420655400;236,618
20150107;194500;1420656300;237,484
20150107;200000;1420657200;235,186
20150107;201500;1420658100;166,114
20150107;203000;1420659000;202,464
20150107;204500;1420659900;95,3445
20150107;210000;1420660800;338,979
20150107;211500;1420661700;321,437
20150107;213000;1420662600;469,937
20150107;214500;1420663500;437,279
20150107;220000;1420664400;447,013
20150107;221500;1420665300;433,071
20150107;223000;1420666200;585,33
20150107;224500;1420667100;445,938
20150107;230000;1420668000;391,755
20150107;231500;1420668900;215,572
20150107;233000;1420669800;95,6883
20150107;234500;1420670700;243,623
20150108;0;1420671600;95,5049
20150108;1500;1420672500;95,4216
20150108;3000;1420673400;95,4216
20150108;4500;1420674300;261,39
20150108;10000;1420675200;94,9883
20150108;11500;1420676100;95,3049
20150108;13000;1420677000;95,0549
20150108;14500;1420677900;123,003
20150108;20000;1420678800;231,792
20150108;21500;1420679700;95,4471
20150108;23000;1420680600;95,3138
20150108;24500;1420681500;95,4471
20150108;30000;1420682400;250,576
20150108;31500;1420683300;95,2138
20150108;33000;1420684200;95,4471
20150108;34500;1420685100;95,4471
20150108;40000;1420686000;95,4978
20150108;41500;1420686900;245,935
20150108;43000;1420687800;95,6644
20150108;44500;1420688700;95,4978
20150108;50000;1420689600;95,6397
20150108;51500;1420690500;402,239
20150108;53000;1420691400;217,813
20150108;54500;1420692300;215,656
20150108;60000;1420693200;95,6893
20150108;61500;1420694100;95,7393
20150108;63000;1420695000;370,668
20150108;64500;1420695900;215,739
20150108;70000;1420696800;215,531
20150108;71500;1420697700;95,7806
20150108;73000;1420698600;260,629
20150108;74500;1420699500;95,7306
20150108;80000;1420700400;95,714
20150108;81500;1420701300;95,7306
20150108;83000;1420702200;95,6473
20150108;84500;1420703100;244,326
20150108;90000;1420704000;95,5979
20150108;91500;1420704900;106,298
20150108;93000;1420705800;104,581
20150108;94500;1420706700;256,846
20150108;100000;1420707600;95,548
20150108;101500;1420708500;95,548
20150108;103000;1420709400;95,6147
20150108;104500;1420710300;276,897
20150108;110000;1420711200;95,4725
20150108;111500;1420712100;95,5891
20150108;113000;1420713000;154,889
20150108;114500;1420713900;181,739
20150108;120000;1420714800;195,469
20150108;121500;1420715700;109,864
20150108;123000;1420716600;95,836
20150108;124500;1420717500;256,993
20150108;130000;1420718400;115,759
20150108;131500;1420719300;95,1536
20150108;133000;1420720200;95,3703
20150108;134500;1420721100;268,861
20150108;140000;1420722000;155,735
20150108;141500;1420722900;95,5127
20150108;143000;1420723800;441,268
20150108;144500;1420724700;426,235
20150108;150000;1420725600;592,068
20150108;151500;1420726500;427,435
20150108;153000;1420727400;435,613
20150108;154500;1420728300;597,859
20150108;160000;1420729200;430,598
20150108;161500;1420730100;443,939
20150108;163000;1420731000;609,922
20150108;164500;1420731900;430,33
20150108;170000;1420732800;429,656
20150108;171500;1420733700;433,656
20150108;173000;1420734600;601,487
20150108;174500;1420735500;2478,01
20150108;180000;1420736400;2732,83
20150108;181500;1420737300;639,881
20150108;183000;1420738200;256,5
20150108;184500;1420739100;346,943
20150108;190000;1420740000;215,731
20150108;191500;1420740900;215,731
20150108;193000;1420741800;215,664
20150108;194500;1420742700;515,986
20150108;200000;1420743600;353,94
20150108;201500;1420744500;361,648
20150108;203000;1420745400;215,898
20150108;204500;1420746300;377,07
20150108;210000;1420747200;215,598
20150108;211500;1420748100;215,715
20150108;213000;1420749000;215,598
20150108;214500;1420749900;95,7145
20150108;220000;1420750800;243,811
20150108;221500;1420751700;95,6964
20150108;223000;1420752600;95,6964
20150108;224500;1420753500;95,6964
20150108;230000;1420754400;262,879
20150108;231500;1420755300;95,8464
20150108;233000;1420756200;95,963
20150108;234500;1420757100;95,813
20150109;0;1420758000;106,737
20150109;1500;1420758900;253,439
20150109;3000;1420759800;106,554
20150109;4500;1420760700;107,021
20150109;10000;1420761600;95,2874
20150109;11500;1420762500;251,43
20150109;13000;1420763400;95,3541
20150109;14500;1420764300;95,7207
20150109;20000;1420765200;95,6707
20150109;21500;1420766100;95,7207
20150109;23000;1420767000;245,944
20150109;24500;1420767900;95,7207
20150109;30000;1420768800;95,7192
20150109;31500;1420769700;95,5359
20150109;33000;1420770600;282,767
20150109;34500;1420771500;121,97
20150109;40000;1420772400;95,745
20150109;41500;1420773300;95,8784
20150109;43000;1420774200;95,9117
20150109;44500;1420775100;251,632
20150109;50000;1420776000;95,7874
20150109;51500;1420776900;95,7207
20150109;53000;1420777800;95,8374
20150109;54500;1420778700;261,607
20150109;60000;1420779600;95,7385
20150109;61500;1420780500;95,7885
20150109;63000;1420781400;95,5385
20150109;64500;1420782300;95,7885
20150109;70000;1420783200;244,087
20150109;71500;1420784100;95,7806
20150109;73000;1420785000;215,647
20150109;74500;1420785900;215,731
20150109;80000;1420786800;377,804
20150109;81500;1420787700;215,731
20150109;83000;1420788600;215,647
20150109;84500;1420789500;215,647
20150109;90000;1420790400;397,658
20150109;91500;1420791300;195,489
20150109;93000;1420792200;95,4893
20150109;94500;1420793100;95,506
20150109;100000;1420794000;108,179
