#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;FALSE;FALSE;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20150101;231500;1420150500;735,147
20150101;233000;1420151400;565,506
20150101;234500;1420152300;430,456
20150102;0;1420153200;417,697
20150102;1500;1420154100;206,074
20150102;3000;1420155000;206,04
20150102;4500;1420155900;206,09
20150102;10000;1420156800;205,399
20150102;11500;1420157700;378,192
20150102;13000;1420158600;205,349
20150102;14500;1420159500;205,399
20150102;20000;1420160400;205,282
20150102;21500;1420161300;395,191
20150102;23000;1420162200;205,449
20150102;24500;1420163100;205,399
20150102;30000;1420164000;205,68
20150102;31500;1420164900;205,68
20150102;33000;1420165800;382,87
20150102;34500;1420166700;205,796
20150102;40000;1420167600;205,68
20150102;41500;1420168500;205,563
20150102;43000;1420169400;222,367
20150102;44500;1420170300;380,646
20150102;50000;1420171200;206,04
20150102;51500;1420172100;206,174
20150102;53000;1420173000;326,04
20150102;54500;1420173900;515,627
20150102;60000;1420174800;206,321
20150102;61500;1420175700;217,771
20150102;63000;1420176600;215,838
20150102;64500;1420177500;534,869
20150102;70000;1420178400;326,273
20150102;71500;1420179300;326,14
20150102;73000;1420180200;326,14
20150102;74500;1420181100;326,29
20150102;80000;1420182000;501,141
20150102;81500;1420182900;326,078
20150102;83000;1420183800;326,328
20150102;84500;1420184700;326,411
20150102;90000;1420185600;524,348
20150102;91500;1420186500;206,257
20150102;93000;1420187400;375,952
20150102;94500;1420188300;492,566
20150102;100000;1420189200;612,232
20150102;101500;1420190100;315,637
20150102;103000;1420191000;347,982
20150102;104500;1420191900;3750,94
20150102;110000;1420192800;3768,36
20150102;111500;1420193700;794,064
20150102;113000;1420194600;391,8
20150102;114500;1420195500;232,075
20150102;120000;1420196400;664,168
20150102;121500;1420197300;443,946
20150102;123000;1420198200;453,605
20150102;124500;1420199100;585,071
20150102;130000;1420200000;779,093
20150102;131500;1420200900;575,989
20150102;133000;1420201800;529,881
20150102;134500;1420202700;2252,76
20150102;140000;1420203600;692,713
20150102;141500;1420204500;949,334
20150102;143000;1420205400;416,698
20150102;144500;1420206300;3867,77
20150102;150000;1420207200;4041,68
20150102;151500;1420208100;3885,17
20150102;153000;1420209000;711,087
20150102;154500;1420209900;474,788
20150102;160000;1420210800;566,434
20150102;161500;1420211700;300,418
20150102;163000;1420212600;329,252
20150102;164500;1420213500;540,24
20150102;170000;1420214400;329,84
20150102;171500;1420215300;573,399
20150102;173000;1420216200;810,74
20150102;174500;1420217100;584,79
20150102;180000;1420218000;758,625
20150102;181500;1420218900;585,783
20150102;183000;1420219800;557,466
20150102;184500;1420220700;596,783
20150102;190000;1420221600;773,602
20150102;191500;1420222500;596,282
20150102;193000;1420223400;426,832
20150102;194500;1420224300;542,003
20150102;200000;1420225200;3043,96
20150102;201500;1420226100;1212,21
20150102;203000;1420227000;1484,38
20150102;204500;1420227900;2964,25
20150102;210000;1420228800;1388,42
20150102;211500;1420229700;1221,86
20150102;213000;1420230600;4157,72
20150102;214500;1420231500;4203,19
20150102;220000;1420232400;6346,92
20150102;221500;1420233300;1523,15
20150102;223000;1420234200;437,505
20150102;224500;1420235100;362,022
20150102;230000;1420236000;476,362
20150102;231500;1420236900;470,995
20150102;233000;1420237800;653,985
20150102;234500;1420238700;486,312
20150103;0;1420239600;332,09
20150103;1500;1420240500;332,207
20150103;3000;1420241400;402,681
20150103;4500;1420242300;212,223
20150103;10000;1420243200;212,494
20150103;11500;1420244100;212,611
20150103;13000;1420245000;212,444
20150103;14500;1420245900;389,869
20150103;20000;1420246800;212,444
20150103;21500;1420247700;212,561
20150103;23000;1420248600;212,611
20150103;24500;1420249500;212,561
20150103;30000;1420250400;388,088
20150103;31500;1420251300;333,022
20150103;33000;1420252200;333,022
20150103;34500;1420253100;333,139
20150103;40000;1420254000;523,643
20150103;41500;1420254900;333,1
20150103;43000;1420255800;333,083
20150103;44500;1420256700;333,117
20150103;50000;1420257600;543,657
20150103;51500;1420258500;333,562
20150103;53000;1420259400;333,429
20150103;54500;1420260300;333,345
20150103;60000;1420261200;333,217
20150103;61500;1420262100;508,175
20150103;63000;1420263000;333,267
20150103;64500;1420263900;333,333
20150103;70000;1420264800;333,479
20150103;71500;1420265700;543,722
20150103;73000;1420266600;343,995
20150103;74500;1420267500;344,279
20150103;80000;1420268400;413,562
20150103;81500;1420269300;1868,29
20150103;83000;1420270200;544,135
20150103;84500;1420271100;406,6
20150103;90000;1420272000;2238,93
20150103;91500;1420272900;2860,83
20150103;93000;1420273800;989,082
20150103;94500;1420274700;654,013
20150103;100000;1420275600;312,184
20150103;101500;1420276500;443,687
20150103;103000;1420277400;211,728
20150103;104500;1420278300;466,994
20150103;110000;1420279200;439,8
20150103;111500;1420280100;1063,64
20150103;113000;1420281000;594,103
20150103;114500;1420281900;828,497
20150103;120000;1420282800;422,3
20150103;121500;1420283700;4014,44
20150103;123000;1420284600;4198,22
20150103;124500;1420285500;699,659
20150103;130000;1420286400;617,42
20150103;131500;1420287300;1102,56
20150103;133000;1420288200;1768,94
20150103;134500;1420289100;2612,13
20150103;140000;1420290000;438,482
20150103;141500;1420290900;242,082
20150103;143000;1420291800;210,922
20150103;144500;1420292700;210,872
20150103;150000;1420293600;421,017
20150103;151500;1420294500;1450,19
20150103;153000;1420295400;1361,42
20150103;154500;1420296300;471,362
20150103;160000;1420297200;264,404
20150103;161500;1420298100;463,033
20150103;163000;1420299000;315,654
20150103;164500;1420299900;341,396
20150103;170000;1420300800;367,949
20150103;171500;1420301700;570,346
20150103;173000;1420302600;424,269
20150103;174500;1420303500;746,21
20150103;180000;1420304400;733,24
20150103;181500;1420305300;940,105
20150103;183000;1420306200;992,573
20150103;184500;1420307100;932,482
20150103;190000;1420308000;825,603
20150103;191500;1420308900;963,319
20150103;193000;1420309800;1289,94
20150103;194500;1420310700;1104,09
20150103;200000;1420311600;889,639
20150103;201500;1420312500;897,572
20150103;203000;1420313400;1090,9
20150103;204500;1420314300;2288,29
20150103;210000;1420315200;1978,1
20150103;211500;1420316100;866,029
20150103;213000;1420317000;819,148
20150103;214500;1420317900;1127,11
20150103;220000;1420318800;4282,64
20150103;221500;1420319700;4285,51
20150103;223000;1420320600;3369,09
20150103;224500;1420321500;1052,56
20150103;230000;1420322400;665,564
20150103;231500;1420323300;619,322
20150103;233000;1420324200;628,63
20150103;234500;1420325100;639,689
20150104;0;1420326000;800,387
20150104;1500;1420326900;482,415
20150104;3000;1420327800;497,157
20150104;4500;1420328700;462,049
20150104;10000;1420329600;489,765
20150104;11500;1420330500;521,649
20150104;13000;1420331400;335,49
20150104;14500;1420332300;335,54
20150104;20000;1420333200;335,597
20150104;21500;1420334100;526,895
20150104;23000;1420335000;335,763
20150104;24500;1420335900;335,713
20150104;30000;1420336800;335,942
20150104;31500;1420337700;427,815
20150104;33000;1420338600;215,942
20150104;34500;1420339500;216,059
20150104;40000;1420340400;216,056
20150104;41500;1420341300;215,939
20150104;43000;1420342200;390,927
20150104;44500;1420343100;215,956
20150104;50000;1420344000;216,309
20150104;51500;1420344900;216,442
20150104;53000;1420345800;417,723
20150104;54500;1420346700;216,225
20150104;60000;1420347600;216,281
20150104;61500;1420348500;216,398
20150104;63000;1420349400;231,294
20150104;64500;1420350300;536,308
20150104;70000;1420351200;356,166
20150104;71500;1420352100;216,449
20150104;73000;1420353000;216,449
20150104;74500;1420353900;388,908
20150104;80000;1420354800;216,675
20150104;81500;1420355700;216,392
20150104;83000;1420356600;531,134
20150104;84500;1420357500;336,725
20150104;90000;1420358400;336,113
20150104;91500;1420359300;216,229
20150104;93000;1420360200;409,969
20150104;94500;1420361100;462,746
20150104;100000;1420362000;493,997
20150104;101500;1420362900;491,872
20150104;103000;1420363800;706,247
20150104;104500;1420364700;838,262
20150104;110000;1420365600;671,59
20150104;111500;1420366500;571,115
20150104;113000;1420367400;786,885
20150104;114500;1420368300;354,282
20150104;120000;1420369200;222,043
20150104;121500;1420370100;1080,01
20150104;123000;1420371000;585,258
20150104;124500;1420371900;2209,17
20150104;130000;1420372800;288,445
20150104;131500;1420373700;2602,84
20150104;133000;1420374600;745,631
20150104;134500;1420375500;610,565
20150104;140000;1420376400;593,58
20150104;141500;1420377300;597,155
20150104;143000;1420378200;758,133
20150104;144500;1420379100;730,347
20150104;150000;1420380000;696,035
20150104;151500;1420380900;720,602
20150104;153000;1420381800;774,844
20150104;154500;1420382700;821,84
20150104;160000;1420383600;970,561
20150104;161500;1420384500;875,052
20150104;163000;1420385400;1054,85
20150104;164500;1420386300;717,836
20150104;170000;1420387200;816,41
20150104;171500;1420388100;680,493
20150104;173000;1420389000;696,477
20150104;174500;1420389900;884,06
20150104;180000;1420390800;555,176
20150104;181500;1420391700;553,451
20150104;183000;1420392600;566,009
20150104;184500;1420393500;760,811
20150104;190000;1420394400;543,997
20150104;191500;1420395300;553,664
20150104;193000;1420396200;546,722
20150104;194500;1420397100;895,064
20150104;200000;1420398000;2922,59
20150104;201500;1420398900;988,588
20150104;203000;1420399800;972,164
20150104;204500;1420400700;4383,24
20150104;210000;1420401600;4556,53
20150104;211500;1420402500;4385,85
20150104;213000;1420403400;908,337
20150104;214500;1420404300;755,829
20150104;220000;1420405200;595,219
20150104;221500;1420406100;597,066
20150104;223000;1420407000;419,719
20150104;224500;1420407900;420,452
20150104;230000;1420408800;334,763
20150104;231500;1420409700;334,846
20150104;233000;1420410600;509,972
20150104;234500;1420411500;334,713
20150105;0;1420412400;335,248
20150105;1500;1420413300;335,365
20150105;3000;1420414200;527,208
20150105;4500;1420415100;217,393
20150105;10000;1420416000;214,773
20150105;11500;1420416900;214,89
20150105;13000;1420417800;427,821
20150105;14500;1420418700;214,773
20150105;20000;1420419600;214,955
20150105;21500;1420420500;215,071
20150105;23000;1420421400;215,121
20150105;24500;1420422300;390,26
20150105;30000;1420423200;215,189
20150105;31500;1420424100;215,189
20150105;33000;1420425000;215,189
20150105;34500;1420425900;418,804
20150105;40000;1420426800;215,248
20150105;41500;1420427700;215,132
20150105;43000;1420428600;215,115
20150105;44500;1420429500;219,489
20150105;50000;1420430400;387,145
20150105;51500;1420431300;215,93
20150105;53000;1420432200;215,797
20150105;54500;1420433100;215,713
20150105;60000;1420434000;387,788
20150105;61500;1420434900;215,657
20150105;63000;1420435800;215,59
20150105;64500;1420436700;400,456
20150105;70000;1420437600;216,076
20150105;71500;1420438500;215,942
20150105;73000;1420439400;215,942
20150105;74500;1420440300;374,277
20150105;80000;1420441200;215,835
20150105;81500;1420442100;335,552
20150105;83000;1420443000;595,119
20150105;84500;1420443900;440,535
20150105;90000;1420444800;622,951
20150105;91500;1420445700;433,69
20150105;93000;1420446600;436,965
20150105;94500;1420447500;706,388
20150105;100000;1420448400;2490,3
20150105;101500;1420449300;904,018
20150105;103000;1420450200;541,269
20150105;104500;1420451100;2018,63
20150105;110000;1420452000;1662,07
20150105;111500;1420452900;1821,17
20150105;113000;1420453800;1979,03
20150105;114500;1420454700;555,234
20150105;120000;1420455600;575,362
20150105;121500;1420456500;618,378
20150105;123000;1420457400;588,295
20150105;124500;1420458300;2501,5
20150105;130000;1420459200;550,71
20150105;131500;1420460100;441,867
20150105;133000;1420461000;1678,49
20150105;134500;1420461900;2052,45
20150105;140000;1420462800;948,398
20150105;141500;1420463700;820,189
20150105;143000;1420464600;221,592
20150105;144500;1420465500;413,21
20150105;150000;1420466400;210,63
20150105;151500;1420467300;467,597
20150105;153000;1420468200;2149,03
20150105;154500;1420469100;554,83
20150105;160000;1420470000;852,211
20150105;161500;1420470900;3660,24
20150105;163000;1420471800;3921,64
20150105;164500;1420472700;3999,11
20150105;170000;1420473600;778,36
20150105;171500;1420474500;567,518
20150105;173000;1420475400;333,51
20150105;174500;1420476300;332,293
20150105;180000;1420477200;343,044
20150105;181500;1420478100;2510,66
20150105;183000;1420479000;1582,29
20150105;184500;1420479900;1749,55
20150105;190000;1420480800;2516,13
20150105;191500;1420481700;870,162
20150105;193000;1420482600;676,965
20150105;194500;1420483500;485,426
20150105;200000;1420484400;4332,38
20150105;201500;1420485300;4275,42
20150105;203000;1420486200;4295,32
20150105;204500;1420487100;680,397
20150105;210000;1420488000;899,457
20150105;211500;1420488900;859,874
20150105;213000;1420489800;864,074
20150105;214500;1420490700;906,988
20150105;220000;1420491600;723,447
20150105;221500;1420492500;482,18
20150105;223000;1420493400;353,355
20150105;224500;1420494300;553,311
20150105;230000;1420495200;2084,47
20150105;231500;1420496100;544,707
20150105;233000;1420497000;212,611
20150105;234500;1420497900;546,558
20150106;0;1420498800;332,76
20150106;1500;1420499700;332,877
20150106;3000;1420500600;212,843
20150106;4500;1420501500;212,893
20150106;10000;1420502400;386,858
20150106;11500;1420503300;211,725
20150106;13000;1420504200;211,558
20150106;14500;1420505100;211,608
20150106;20000;1420506000;416,17
20150106;21500;1420506900;210,828
20150106;23000;1420507800;210,878
20150106;24500;1420508700;210,828
20150106;30000;1420509600;214,73
20150106;31500;1420510500;381,514
20150106;33000;1420511400;210,39
20150106;34500;1420512300;210,506
20150106;40000;1420513200;209,866
20150106;41500;1420514100;381,895
20150106;43000;1420515000;209,733
20150106;44500;1420515900;209,766
20150106;50000;1420516800;395,118
20150106;51500;1420517700;209,39
20150106;53000;1420518600;209,257
20150106;54500;1420519500;209,174
20150106;60000;1420520400;331,354
20150106;61500;1420521300;329,133
20150106;63000;1420522200;414,066
20150106;64500;1420523100;414,133
20150106;70000;1420524000;413,509
20150106;71500;1420524900;588,911
20150106;73000;1420525800;328,375
20150106;74500;1420526700;328,525
20150106;80000;1420527600;538,573
20150106;81500;1420528500;327,714
20150106;83000;1420529400;327,964
20150106;84500;1420530300;330,988
20150106;90000;1420531200;444,322
20150106;91500;1420532100;327,83
20150106;93000;1420533000;327,58
20150106;94500;1420533900;461,735
20150106;100000;1420534800;373,888
20150106;101500;1420535700;326,967
20150106;103000;1420536600;326,817
20150106;104500;1420537500;326,9
20150106;110000;1420538400;499,161
20150106;111500;1420539300;326,454
20150106;113000;1420540200;326,454
20150106;114500;1420541100;326,638
20150106;120000;1420542000;759,081
20150106;121500;1420542900;555,588
20150106;123000;1420543800;640,796
20150106;124500;1420544700;769,988
20150106;130000;1420545600;980,416
20150106;131500;1420546500;623,887
20150106;133000;1420547400;623,912
20150106;134500;1420548300;628,395
20150106;140000;1420549200;627,087
20150106;141500;1420550100;1087,67
20150106;143000;1420551000;639,228
20150106;144500;1420551900;883,965
20150106;150000;1420552800;2513,73
20150106;151500;1420553700;2555,9
20150106;153000;1420554600;819,063
20150106;154500;1420555500;884,444
20150106;160000;1420556400;740,884
20150106;161500;1420557300;753,333
20150106;163000;1420558200;893,967
20150106;164500;1420559100;876,334
20150106;170000;1420560000;765,643
20150106;171500;1420560900;606,145
20150106;173000;1420561800;520,125
20150106;174500;1420562700;326,411
20150106;180000;1420563600;411,493
20150106;181500;1420564500;411,511
20150106;183000;1420565400;411,528
20150106;184500;1420566300;1629,68
20150106;190000;1420567200;2045,71
20150106;191500;1420568100;2618,8
20150106;193000;1420569000;459,828
20150106;194500;1420569900;454,779
20150106;200000;1420570800;1015,46
20150106;201500;1420571700;805,673
20150106;203000;1420572600;813,14
20150106;204500;1420573500;629,273
20150106;210000;1420574400;1091,81
20150106;211500;1420575300;1010,18
20150106;213000;1420576200;1010,23
20150106;214500;1420577100;555,148
20150106;220000;1420578000;653,615
20150106;221500;1420578900;580,598
20150106;223000;1420579800;410,932
20150106;224500;1420580700;676,84
20150106;230000;1420581600;780,373
20150106;231500;1420582500;975,501
20150106;233000;1420583400;691,882
20150106;234500;1420584300;572,232
20150107;0;1420585200;574,646
20150107;1500;1420586100;634,695
20150107;3000;1420587000;205,763
20150107;4500;1420587900;205,813
20150107;10000;1420588800;205,68
20150107;11500;1420589700;209,8
20150107;13000;1420590600;376,631
20150107;14500;1420591500;205,68
20150107;20000;1420592400;205,563
20150107;21500;1420593300;205,68
20150107;23000;1420594200;377,814
20150107;24500;1420595100;205,68
20150107;30000;1420596000;205,865
20150107;31500;1420596900;392,911
20150107;33000;1420597800;205,865
20150107;34500;1420598700;205,982
20150107;40000;1420599600;205,865
20150107;41500;1420600500;292,546
20150107;43000;1420601400;226,892
20150107;44500;1420602300;205,765
20150107;50000;1420603200;205,948
20150107;51500;1420604100;206,082
20150107;53000;1420605000;381,484
20150107;54500;1420605900;325,865
20150107;60000;1420606800;326,14
20150107;61500;1420607700;633,296
20150107;63000;1420608600;421,84
20150107;64500;1420609500;422,04
20150107;70000;1420610400;424,762
20150107;71500;1420611300;471,484
20150107;73000;1420612200;326,321
20150107;74500;1420613100;326,471
20150107;80000;1420614000;425,347
20150107;81500;1420614900;2391,18
20150107;83000;1420615800;620,264
20150107;84500;1420616700;514,73
20150107;90000;1420617600;206,678
20150107;91500;1420618500;3845,59
20150107;93000;1420619400;3654,64
20150107;94500;1420620300;3798,8
20150107;100000;1420621200;595,673
20150107;101500;1420622100;539,019
20150107;103000;1420623000;361,831
20150107;104500;1420623900;337,556
20150107;110000;1420624800;326,678
20150107;111500;1420625700;534,232
20150107;113000;1420626600;326,812
20150107;114500;1420627500;326,995
20150107;120000;1420628400;326,867
20150107;121500;1420629300;327,133
20150107;123000;1420630200;501,45
20150107;124500;1420631100;326,767
20150107;130000;1420632000;2420,43
20150107;131500;1420632900;411,778
20150107;133000;1420633800;629,294
20150107;134500;1420634700;422,57
20150107;140000;1420635600;419,036
20150107;141500;1420636500;581,89
20150107;143000;1420637400;581,756
20150107;144500;1420638300;754,444
20150107;150000;1420639200;411,933
20150107;151500;1420640100;822,784
20150107;153000;1420641000;581,687
20150107;154500;1420641900;1003,24
20150107;160000;1420642800;397,775
20150107;161500;1420643700;550,316
20150107;163000;1420644600;4003,74
20150107;164500;1420645500;3872,98
20150107;170000;1420646400;986,748
20150107;171500;1420647300;593,566
20150107;173000;1420648200;442,116
20150107;174500;1420649100;1270,39
20150107;180000;1420650000;642,165
20150107;181500;1420650900;587,4
20150107;183000;1420651800;412,146
20150107;184500;1420652700;671,463
20150107;190000;1420653600;783,636
20150107;191500;1420654500;993,756
20150107;193000;1420655400;932,572
20150107;194500;1420656300;721,011
20150107;200000;1420657200;886,266
20150107;201500;1420658100;1128,79
20150107;203000;1420659000;963,466
20150107;204500;1420659900;849,663
20150107;210000;1420660800;878,116
20150107;211500;1420661700;1094,63
20150107;213000;1420662600;1123,58
20150107;214500;1420663500;1088,14
20150107;220000;1420664400;1172,98
20150107;221500;1420665300;1186,68
20150107;223000;1420666200;1399,63
20150107;224500;1420667100;986,361
20150107;230000;1420668000;925,563
20150107;231500;1420668900;827,529
20150107;233000;1420669800;835,223
20150107;234500;1420670700;730,147
20150108;0;1420671600;425,304
20150108;1500;1420672500;416,796
20150108;3000;1420673400;438,254
20150108;4500;1420674300;591,102
20150108;10000;1420675200;418,654
20150108;11500;1420676100;436,938
20150108;13000;1420677000;606,681
20150108;14500;1420677900;418,238
20150108;20000;1420678800;437,539
20150108;21500;1420679700;418,33
20150108;23000;1420680600;469,772
20150108;24500;1420681500;488,76
20150108;30000;1420682400;418,364
20150108;31500;1420683300;415,397
20150108;33000;1420684200;439,18
20150108;34500;1420685100;595,016
20150108;40000;1420686000;415,231
20150108;41500;1420686900;438,664
20150108;43000;1420687800;631,256
20150108;44500;1420688700;415,348
20150108;50000;1420689600;438,263
20150108;51500;1420690500;421,789
20150108;53000;1420691400;587,813
20150108;54500;1420692300;433,08
20150108;60000;1420693200;419,344
20150108;61500;1420694100;601,848
20150108;63000;1420695000;1037,75
20150108;64500;1420695900;625,519
20150108;70000;1420696800;540,575
20150108;71500;1420697700;544,842
20150108;73000;1420698600;716,346
20150108;74500;1420699500;536,792
20150108;80000;1420700400;328,325
20150108;81500;1420701300;328,042
20150108;83000;1420702200;506,136
20150108;84500;1420703100;328,375
20150108;90000;1420704000;328,212
20150108;91500;1420704900;328,329
20150108;93000;1420705800;537,602
20150108;94500;1420706700;328,212
20150108;100000;1420707600;328,047
20150108;101500;1420708500;328,247
20150108;103000;1420709400;599,981
20150108;104500;1420710300;714,895
20150108;110000;1420711200;526,247
20150108;111500;1420712100;500,139
20150108;113000;1420713000;487,331
20150108;114500;1420713900;469,306
20150108;120000;1420714800;276,794
20150108;121500;1420715700;222,497
20150108;123000;1420716600;208,169
20150108;124500;1420717500;251,012
20150108;130000;1420718400;444,041
20150108;131500;1420719300;313,325
20150108;133000;1420720200;499,442
20150108;134500;1420721100;513,708
20150108;140000;1420722000;653,568
20150108;141500;1420722900;482,309
20150108;143000;1420723800;646,882
20150108;144500;1420724700;655,626
20150108;150000;1420725600;660,544
20150108;151500;1420726500;1305,2
20150108;153000;1420727400;959,113
20150108;154500;1420728300;850,138
20150108;160000;1420729200;702,43
20150108;161500;1420730100;968,547
20150108;163000;1420731000;2652,19
20150108;164500;1420731900;672,097
20150108;170000;1420732800;327,847
20150108;171500;1420733700;327,797
20150108;173000;1420734600;2744,17
20150108;174500;1420735500;332,975
20150108;180000;1420736400;327,797
20150108;181500;1420737300;731,856
20150108;183000;1420738200;933,195
20150108;184500;1420739100;715,547
20150108;190000;1420740000;473,331
20150108;191500;1420740900;563,614
20150108;193000;1420741800;418,948
20150108;194500;1420742700;746,62
20150108;200000;1420743600;710,514
20150108;201500;1420744500;1012,87
20150108;203000;1420745400;945,531
20150108;204500;1420746300;1139,6
20150108;210000;1420747200;945,487
20150108;211500;1420748100;1203,07
20150108;213000;1420749000;929,954
20150108;214500;1420749900;944,957
20150108;220000;1420750800;992,032
20150108;221500;1420751700;696,338
20150108;223000;1420752600;550,763
20150108;224500;1420753500;696,113
20150108;230000;1420754400;643,67
20150108;231500;1420755300;479,138
20150108;233000;1420756200;480,729
20150108;234500;1420757100;517,697
20150109;0;1420758000;328,618
20150109;1500;1420758900;328,735
20150109;3000;1420759800;328,701
20150109;4500;1420760700;346,093
20150109;10000;1420761600;287,481
20150109;11500;1420762500;208,735
20150109;13000;1420763400;208,568
20150109;14500;1420764300;208,618
20150109;20000;1420765200;384,139
20150109;21500;1420766100;208,618
20150109;23000;1420767000;208,668
20150109;24500;1420767900;420,368
20150109;30000;1420768800;208,778
20150109;31500;1420769700;208,778
20150109;33000;1420770600;210,32
20150109;34500;1420771500;380,142
20150109;40000;1420772400;208,698
20150109;41500;1420773300;208,582
20150109;43000;1420774200;238,815
20150109;44500;1420775100;340,894
20150109;50000;1420776000;208,701
20150109;51500;1420776900;208,835
20150109;53000;1420777800;208,701
20150109;54500;1420778700;381,397
20150109;60000;1420779600;208,457
20150109;61500;1420780500;208,573
20150109;63000;1420781400;208,507
20150109;64500;1420782300;386,826
20150109;70000;1420783200;228,509
20150109;71500;1420784100;401,312
20150109;73000;1420785000;2528,55
20150109;74500;1420785900;2958,74
20150109;80000;1420786800;657,266
20150109;81500;1420787700;649,406
20150109;83000;1420788600;651,208
20150109;84500;1420789500;4554,62
20150109;90000;1420790400;605,006
20150109;91500;1420791300;1113,13
20150109;93000;1420792200;771,69
20150109;94500;1420793100;328,294
20150109;100000;1420794000;543,802
20150109;101500;1420794900;276,919
20150109;103000;1420795800;208,262
20150109;104500;1420796700;208,345
20150109;110000;1420797600;208,13
20150109;111500;1420798500;381,123
20150109;113000;1420799400;1064,53
20150109;114500;1420800300;632,769
20150109;120000;1420801200;2727,3
20150109;121500;1420802100;695,132
20150109;123000;1420803000;879,944
20150109;124500;1420803900;476,745
20150109;130000;1420804800;3916,62
20150109;131500;1420805700;3887,95
20150109;133000;1420806600;905,073
