#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- number of occupants: 3 --- socioeconomic factor: ALL --- climate region: TRY2010_4_Jahr.dat --- total domestic hot water energy demand: 1668 ---  Building TypeSFH_1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_dhw;W;power;heating demand for water heating 
#005;simulated building	;SFH_1
#006;climate region	;TRY2010_4_Jahr.dat
#007;number of houses	;1
#008;number of apartments	;1
#009;number of occupants per apartment 	;3
#010;working pattern	;ALL
#011;total number of occupants 	;3
#012;specific DHW demand per person	;556;kWh/p
YYYYMMDD;hhmmss;unixtimestamp;Q_dhw
20150101;154500;1420123500;0
20150101;160000;1420124400;0
20150101;161500;1420125300;0
20150101;163000;1420126200;0
20150101;164500;1420127100;0
20150101;170000;1420128000;0
20150101;171500;1420128900;0
20150101;173000;1420129800;0
20150101;174500;1420130700;0
20150101;180000;1420131600;0
20150101;181500;1420132500;0
20150101;183000;1420133400;0
20150101;184500;1420134300;0
20150101;190000;1420135200;0
20150101;191500;1420136100;0
20150101;193000;1420137000;0
20150101;194500;1420137900;0
20150101;200000;1420138800;0
20150101;201500;1420139700;0
20150101;203000;1420140600;0
20150101;204500;1420141500;0
20150101;210000;1420142400;0
20150101;211500;1420143300;0
20150101;213000;1420144200;0
20150101;214500;1420145100;0
20150101;220000;1420146000;0
20150101;221500;1420146900;0
20150101;223000;1420147800;0
20150101;224500;1420148700;0
20150101;230000;1420149600;0
20150101;231500;1420150500;0
20150101;233000;1420151400;0
20150101;234500;1420152300;0
20150102;0;1420153200;0
20150102;1500;1420154100;0
20150102;3000;1420155000;0
20150102;4500;1420155900;0
20150102;10000;1420156800;0
20150102;11500;1420157700;0
20150102;13000;1420158600;0
20150102;14500;1420159500;0
20150102;20000;1420160400;0
20150102;21500;1420161300;0
20150102;23000;1420162200;0
20150102;24500;1420163100;0
20150102;30000;1420164000;0
20150102;31500;1420164900;0
20150102;33000;1420165800;0
20150102;34500;1420166700;0
20150102;40000;1420167600;0
20150102;41500;1420168500;0
20150102;43000;1420169400;0
20150102;44500;1420170300;0
20150102;50000;1420171200;0
20150102;51500;1420172100;0
20150102;53000;1420173000;10739,3
20150102;54500;1420173900;0
20150102;60000;1420174800;0
20150102;61500;1420175700;0
20150102;63000;1420176600;0
20150102;64500;1420177500;23700,6
20150102;70000;1420178400;0
20150102;71500;1420179300;0
20150102;73000;1420180200;0
20150102;74500;1420181100;0
20150102;80000;1420182000;20738
20150102;81500;1420182900;0
20150102;83000;1420183800;0
20150102;84500;1420184700;0
20150102;90000;1420185600;0
20150102;91500;1420186500;7258,31
20150102;93000;1420187400;0
20150102;94500;1420188300;0
20150102;100000;1420189200;0
20150102;101500;1420190100;0
20150102;103000;1420191000;0
20150102;104500;1420191900;0
20150102;110000;1420192800;0
20150102;111500;1420193700;0
20150102;113000;1420194600;0
20150102;114500;1420195500;0
20150102;120000;1420196400;0
20150102;121500;1420197300;0
20150102;123000;1420198200;0
20150102;124500;1420199100;0
20150102;130000;1420200000;0
20150102;131500;1420200900;0
20150102;133000;1420201800;0
20150102;134500;1420202700;0
20150102;140000;1420203600;0
20150102;141500;1420204500;0
20150102;143000;1420205400;0
20150102;144500;1420206300;0
20150102;150000;1420207200;0
20150102;151500;1420208100;0
20150102;153000;1420209000;0
20150102;154500;1420209900;0
20150102;160000;1420210800;0
20150102;161500;1420211700;0
20150102;163000;1420212600;0
20150102;164500;1420213500;0
20150102;170000;1420214400;0
20150102;171500;1420215300;0
20150102;173000;1420216200;0
20150102;174500;1420217100;0
20150102;180000;1420218000;0
20150102;181500;1420218900;0
20150102;183000;1420219800;0
20150102;184500;1420220700;0
20150102;190000;1420221600;0
20150102;191500;1420222500;17898,9
20150102;193000;1420223400;0
20150102;194500;1420224300;0
20150102;200000;1420225200;0
20150102;201500;1420226100;0
20150102;203000;1420227000;0
20150102;204500;1420227900;0
20150102;210000;1420228800;0
20150102;211500;1420229700;0
20150102;213000;1420230600;0
20150102;214500;1420231500;0
20150102;220000;1420232400;0
20150102;221500;1420233300;0
20150102;223000;1420234200;0
20150102;224500;1420235100;0
20150102;230000;1420236000;0
20150102;231500;1420236900;0
20150102;233000;1420237800;0
20150102;234500;1420238700;0
20150103;0;1420239600;0
20150103;1500;1420240500;0
20150103;3000;1420241400;0
20150103;4500;1420242300;0
20150103;10000;1420243200;0
20150103;11500;1420244100;0
20150103;13000;1420245000;0
20150103;14500;1420245900;0
20150103;20000;1420246800;0
20150103;21500;1420247700;0
20150103;23000;1420248600;0
20150103;24500;1420249500;0
20150103;30000;1420250400;0
20150103;31500;1420251300;0
20150103;33000;1420252200;0
20150103;34500;1420253100;0
20150103;40000;1420254000;0
20150103;41500;1420254900;0
20150103;43000;1420255800;0
20150103;44500;1420256700;0
20150103;50000;1420257600;0
20150103;51500;1420258500;0
20150103;53000;1420259400;0
20150103;54500;1420260300;0
20150103;60000;1420261200;0
20150103;61500;1420262100;0
20150103;63000;1420263000;0
20150103;64500;1420263900;0
20150103;70000;1420264800;0
20150103;71500;1420265700;0
20150103;73000;1420266600;0
20150103;74500;1420267500;0
20150103;80000;1420268400;0
20150103;81500;1420269300;0
20150103;83000;1420270200;0
20150103;84500;1420271100;0
20150103;90000;1420272000;0
20150103;91500;1420272900;0
20150103;93000;1420273800;0
20150103;94500;1420274700;0
20150103;100000;1420275600;0
20150103;101500;1420276500;0
20150103;103000;1420277400;0
20150103;104500;1420278300;0
20150103;110000;1420279200;0
20150103;111500;1420280100;0
20150103;113000;1420281000;0
20150103;114500;1420281900;0
20150103;120000;1420282800;0
20150103;121500;1420283700;0
20150103;123000;1420284600;0
20150103;124500;1420285500;0
20150103;130000;1420286400;0
20150103;131500;1420287300;0
20150103;133000;1420288200;0
20150103;134500;1420289100;0
20150103;140000;1420290000;0
20150103;141500;1420290900;0
20150103;143000;1420291800;0
20150103;144500;1420292700;0
20150103;150000;1420293600;0
20150103;151500;1420294500;0
20150103;153000;1420295400;0
20150103;154500;1420296300;0
20150103;160000;1420297200;0
20150103;161500;1420298100;0
20150103;163000;1420299000;0
20150103;164500;1420299900;0
20150103;170000;1420300800;0
20150103;171500;1420301700;0
20150103;173000;1420302600;0
20150103;174500;1420303500;0
20150103;180000;1420304400;0
20150103;181500;1420305300;0
20150103;183000;1420306200;0
20150103;184500;1420307100;0
20150103;190000;1420308000;0
20150103;191500;1420308900;0
20150103;193000;1420309800;0
20150103;194500;1420310700;0
20150103;200000;1420311600;0
20150103;201500;1420312500;0
20150103;203000;1420313400;0
20150103;204500;1420314300;0
20150103;210000;1420315200;0
20150103;211500;1420316100;0
20150103;213000;1420317000;0
20150103;214500;1420317900;2965,66
20150103;220000;1420318800;0
20150103;221500;1420319700;0
20150103;223000;1420320600;0
20150103;224500;1420321500;0
20150103;230000;1420322400;0
20150103;231500;1420323300;0
20150103;233000;1420324200;0
20150103;234500;1420325100;0
20150104;0;1420326000;0
20150104;1500;1420326900;0
20150104;3000;1420327800;0
20150104;4500;1420328700;0
20150104;10000;1420329600;0
20150104;11500;1420330500;0
20150104;13000;1420331400;0
20150104;14500;1420332300;0
20150104;20000;1420333200;0
20150104;21500;1420334100;0
20150104;23000;1420335000;0
20150104;24500;1420335900;0
20150104;30000;1420336800;0
20150104;31500;1420337700;0
20150104;33000;1420338600;0
20150104;34500;1420339500;0
20150104;40000;1420340400;0
20150104;41500;1420341300;0
20150104;43000;1420342200;0
20150104;44500;1420343100;0
20150104;50000;1420344000;0
20150104;51500;1420344900;0
20150104;53000;1420345800;0
20150104;54500;1420346700;0
20150104;60000;1420347600;0
20150104;61500;1420348500;0
20150104;63000;1420349400;0
20150104;64500;1420350300;0
20150104;70000;1420351200;0
20150104;71500;1420352100;0
20150104;73000;1420353000;0
20150104;74500;1420353900;0
20150104;80000;1420354800;0
20150104;81500;1420355700;0
20150104;83000;1420356600;0
20150104;84500;1420357500;0
20150104;90000;1420358400;0
20150104;91500;1420359300;0
20150104;93000;1420360200;0
20150104;94500;1420361100;0
20150104;100000;1420362000;0
20150104;101500;1420362900;0
20150104;103000;1420363800;0
20150104;104500;1420364700;0
20150104;110000;1420365600;0
20150104;111500;1420366500;0
20150104;113000;1420367400;0
20150104;114500;1420368300;0
20150104;120000;1420369200;6085,8
20150104;121500;1420370100;0
20150104;123000;1420371000;0
20150104;124500;1420371900;0
20150104;130000;1420372800;0
20150104;131500;1420373700;0
20150104;133000;1420374600;0
20150104;134500;1420375500;0
20150104;140000;1420376400;0
20150104;141500;1420377300;0
20150104;143000;1420378200;0
20150104;144500;1420379100;0
20150104;150000;1420380000;0
20150104;151500;1420380900;0
20150104;153000;1420381800;0
20150104;154500;1420382700;0
20150104;160000;1420383600;0
20150104;161500;1420384500;0
20150104;163000;1420385400;0
20150104;164500;1420386300;0
20150104;170000;1420387200;0
20150104;171500;1420388100;0
20150104;173000;1420389000;0
20150104;174500;1420389900;0
20150104;180000;1420390800;0
20150104;181500;1420391700;0
20150104;183000;1420392600;0
20150104;184500;1420393500;0
20150104;190000;1420394400;1793,58
20150104;191500;1420395300;0
20150104;193000;1420396200;0
20150104;194500;1420397100;0
20150104;200000;1420398000;0
20150104;201500;1420398900;0
20150104;203000;1420399800;0
20150104;204500;1420400700;0
20150104;210000;1420401600;0
20150104;211500;1420402500;0
20150104;213000;1420403400;0
20150104;214500;1420404300;0
20150104;220000;1420405200;0
20150104;221500;1420406100;0
20150104;223000;1420407000;23007,3
20150104;224500;1420407900;0
20150104;230000;1420408800;0
20150104;231500;1420409700;0
20150104;233000;1420410600;0
20150104;234500;1420411500;0
20150105;0;1420412400;0
20150105;1500;1420413300;0
20150105;3000;1420414200;0
20150105;4500;1420415100;0
20150105;10000;1420416000;0
20150105;11500;1420416900;0
20150105;13000;1420417800;0
20150105;14500;1420418700;0
20150105;20000;1420419600;0
20150105;21500;1420420500;0
20150105;23000;1420421400;0
20150105;24500;1420422300;0
20150105;30000;1420423200;0
20150105;31500;1420424100;0
20150105;33000;1420425000;0
20150105;34500;1420425900;0
20150105;40000;1420426800;0
20150105;41500;1420427700;0
20150105;43000;1420428600;0
20150105;44500;1420429500;0
20150105;50000;1420430400;0
20150105;51500;1420431300;0
20150105;53000;1420432200;0
20150105;54500;1420433100;0
20150105;60000;1420434000;0
20150105;61500;1420434900;0
20150105;63000;1420435800;0
20150105;64500;1420436700;0
20150105;70000;1420437600;0
20150105;71500;1420438500;0
20150105;73000;1420439400;0
20150105;74500;1420440300;0
20150105;80000;1420441200;0
20150105;81500;1420442100;0
20150105;83000;1420443000;0
20150105;84500;1420443900;0
20150105;90000;1420444800;0
20150105;91500;1420445700;0
20150105;93000;1420446600;0
20150105;94500;1420447500;0
20150105;100000;1420448400;0
20150105;101500;1420449300;0
20150105;103000;1420450200;0
20150105;104500;1420451100;0
20150105;110000;1420452000;0
20150105;111500;1420452900;0
20150105;113000;1420453800;0
20150105;114500;1420454700;0
20150105;120000;1420455600;0
20150105;121500;1420456500;0
20150105;123000;1420457400;0
20150105;124500;1420458300;0
20150105;130000;1420459200;0
20150105;131500;1420460100;0
20150105;133000;1420461000;0
20150105;134500;1420461900;0
20150105;140000;1420462800;0
20150105;141500;1420463700;0
20150105;143000;1420464600;0
20150105;144500;1420465500;0
20150105;150000;1420466400;0
20150105;151500;1420467300;0
20150105;153000;1420468200;0
20150105;154500;1420469100;0
20150105;160000;1420470000;0
20150105;161500;1420470900;0
20150105;163000;1420471800;0
20150105;164500;1420472700;0
20150105;170000;1420473600;0
20150105;171500;1420474500;0
20150105;173000;1420475400;0
20150105;174500;1420476300;0
20150105;180000;1420477200;0
20150105;181500;1420478100;0
20150105;183000;1420479000;0
20150105;184500;1420479900;0
20150105;190000;1420480800;0
20150105;191500;1420481700;0
20150105;193000;1420482600;0
20150105;194500;1420483500;0
20150105;200000;1420484400;0
20150105;201500;1420485300;0
20150105;203000;1420486200;0
20150105;204500;1420487100;0
20150105;210000;1420488000;0
20150105;211500;1420488900;0
20150105;213000;1420489800;0
20150105;214500;1420490700;0
20150105;220000;1420491600;0
20150105;221500;1420492500;0
20150105;223000;1420493400;0
20150105;224500;1420494300;0
20150105;230000;1420495200;0
20150105;231500;1420496100;0
20150105;233000;1420497000;0
20150105;234500;1420497900;0
20150106;0;1420498800;0
20150106;1500;1420499700;0
20150106;3000;1420500600;0
20150106;4500;1420501500;0
20150106;10000;1420502400;0
20150106;11500;1420503300;0
20150106;13000;1420504200;0
20150106;14500;1420505100;0
20150106;20000;1420506000;0
20150106;21500;1420506900;0
20150106;23000;1420507800;0
20150106;24500;1420508700;0
20150106;30000;1420509600;0
20150106;31500;1420510500;0
20150106;33000;1420511400;0
20150106;34500;1420512300;0
20150106;40000;1420513200;0
20150106;41500;1420514100;0
20150106;43000;1420515000;0
20150106;44500;1420515900;0
20150106;50000;1420516800;0
20150106;51500;1420517700;0
20150106;53000;1420518600;0
20150106;54500;1420519500;0
20150106;60000;1420520400;0
20150106;61500;1420521300;0
20150106;63000;1420522200;0
20150106;64500;1420523100;0
20150106;70000;1420524000;0
20150106;71500;1420524900;0
20150106;73000;1420525800;20078,3
20150106;74500;1420526700;0
20150106;80000;1420527600;0
20150106;81500;1420528500;0
20150106;83000;1420529400;0
20150106;84500;1420530300;0
20150106;90000;1420531200;0
20150106;91500;1420532100;24986,3
20150106;93000;1420533000;0
20150106;94500;1420533900;0
20150106;100000;1420534800;0
20150106;101500;1420535700;0
20150106;103000;1420536600;0
20150106;104500;1420537500;0
20150106;110000;1420538400;0
20150106;111500;1420539300;0
20150106;113000;1420540200;0
20150106;114500;1420541100;0
20150106;120000;1420542000;0
20150106;121500;1420542900;0
20150106;123000;1420543800;0
20150106;124500;1420544700;0
20150106;130000;1420545600;0
20150106;131500;1420546500;0
20150106;133000;1420547400;0
20150106;134500;1420548300;0
20150106;140000;1420549200;0
20150106;141500;1420550100;0
20150106;143000;1420551000;0
20150106;144500;1420551900;0
20150106;150000;1420552800;0
20150106;151500;1420553700;0
20150106;153000;1420554600;0
20150106;154500;1420555500;0
20150106;160000;1420556400;0
20150106;161500;1420557300;0
20150106;163000;1420558200;0
20150106;164500;1420559100;0
20150106;170000;1420560000;0
20150106;171500;1420560900;0
20150106;173000;1420561800;0
20150106;174500;1420562700;0
20150106;180000;1420563600;0
20150106;181500;1420564500;0
20150106;183000;1420565400;0
20150106;184500;1420566300;0
20150106;190000;1420567200;0
20150106;191500;1420568100;0
20150106;193000;1420569000;0
20150106;194500;1420569900;0
20150106;200000;1420570800;0
20150106;201500;1420571700;0
20150106;203000;1420572600;0
20150106;204500;1420573500;0
20150106;210000;1420574400;0
20150106;211500;1420575300;0
20150106;213000;1420576200;0
20150106;214500;1420577100;0
20150106;220000;1420578000;0
20150106;221500;1420578900;0
20150106;223000;1420579800;0
20150106;224500;1420580700;0
20150106;230000;1420581600;0
20150106;231500;1420582500;0
20150106;233000;1420583400;0
20150106;234500;1420584300;2776,26
20150107;0;1420585200;0
20150107;1500;1420586100;0
20150107;3000;1420587000;0
20150107;4500;1420587900;0
20150107;10000;1420588800;0
20150107;11500;1420589700;0
20150107;13000;1420590600;0
20150107;14500;1420591500;0
20150107;20000;1420592400;0
20150107;21500;1420593300;0
20150107;23000;1420594200;0
20150107;24500;1420595100;0
20150107;30000;1420596000;0
20150107;31500;1420596900;0
20150107;33000;1420597800;0
20150107;34500;1420598700;0
20150107;40000;1420599600;0
20150107;41500;1420600500;0
20150107;43000;1420601400;0
20150107;44500;1420602300;0
20150107;50000;1420603200;0
20150107;51500;1420604100;0
20150107;53000;1420605000;0
20150107;54500;1420605900;0
20150107;60000;1420606800;0
20150107;61500;1420607700;0
20150107;63000;1420608600;0
20150107;64500;1420609500;0
20150107;70000;1420610400;0
20150107;71500;1420611300;0
20150107;73000;1420612200;0
20150107;74500;1420613100;0
20150107;80000;1420614000;0
20150107;81500;1420614900;0
20150107;83000;1420615800;0
20150107;84500;1420616700;0
20150107;90000;1420617600;0
20150107;91500;1420618500;0
20150107;93000;1420619400;0
20150107;94500;1420620300;0
20150107;100000;1420621200;0
20150107;101500;1420622100;0
20150107;103000;1420623000;0
20150107;104500;1420623900;0
20150107;110000;1420624800;0
20150107;111500;1420625700;0
20150107;113000;1420626600;0
20150107;114500;1420627500;0
20150107;120000;1420628400;0
20150107;121500;1420629300;0
20150107;123000;1420630200;0
20150107;124500;1420631100;0
20150107;130000;1420632000;0
20150107;131500;1420632900;0
20150107;133000;1420633800;0
20150107;134500;1420634700;0
20150107;140000;1420635600;0
20150107;141500;1420636500;0
20150107;143000;1420637400;0
20150107;144500;1420638300;0
20150107;150000;1420639200;0
20150107;151500;1420640100;0
20150107;153000;1420641000;0
20150107;154500;1420641900;0
20150107;160000;1420642800;0
20150107;161500;1420643700;0
20150107;163000;1420644600;0
20150107;164500;1420645500;0
20150107;170000;1420646400;0
20150107;171500;1420647300;0
20150107;173000;1420648200;0
20150107;174500;1420649100;0
20150107;180000;1420650000;0
20150107;181500;1420650900;0
20150107;183000;1420651800;0
20150107;184500;1420652700;0
20150107;190000;1420653600;0
20150107;191500;1420654500;0
20150107;193000;1420655400;0
20150107;194500;1420656300;0
20150107;200000;1420657200;0
20150107;201500;1420658100;0
20150107;203000;1420659000;0
20150107;204500;1420659900;0
20150107;210000;1420660800;0
20150107;211500;1420661700;0
20150107;213000;1420662600;0
20150107;214500;1420663500;0
20150107;220000;1420664400;22926,1
20150107;221500;1420665300;0
20150107;223000;1420666200;0
20150107;224500;1420667100;0
20150107;230000;1420668000;0
20150107;231500;1420668900;0
20150107;233000;1420669800;0
20150107;234500;1420670700;0
20150108;0;1420671600;0
20150108;1500;1420672500;0
20150108;3000;1420673400;0
20150108;4500;1420674300;0
20150108;10000;1420675200;0
20150108;11500;1420676100;0
20150108;13000;1420677000;0
20150108;14500;1420677900;0
20150108;20000;1420678800;0
20150108;21500;1420679700;0
20150108;23000;1420680600;0
20150108;24500;1420681500;0
20150108;30000;1420682400;0
20150108;31500;1420683300;0
20150108;33000;1420684200;0
20150108;34500;1420685100;0
20150108;40000;1420686000;0
20150108;41500;1420686900;0
20150108;43000;1420687800;0
20150108;44500;1420688700;0
20150108;50000;1420689600;0
20150108;51500;1420690500;0
20150108;53000;1420691400;0
20150108;54500;1420692300;0
20150108;60000;1420693200;0
20150108;61500;1420694100;0
20150108;63000;1420695000;0
20150108;64500;1420695900;0
20150108;70000;1420696800;0
20150108;71500;1420697700;0
20150108;73000;1420698600;0
20150108;74500;1420699500;0
20150108;80000;1420700400;0
20150108;81500;1420701300;0
20150108;83000;1420702200;0
20150108;84500;1420703100;0
20150108;90000;1420704000;0
20150108;91500;1420704900;0
20150108;93000;1420705800;0
20150108;94500;1420706700;0
20150108;100000;1420707600;0
20150108;101500;1420708500;0
20150108;103000;1420709400;0
20150108;104500;1420710300;0
20150108;110000;1420711200;0
20150108;111500;1420712100;0
20150108;113000;1420713000;0
20150108;114500;1420713900;0
20150108;120000;1420714800;0
20150108;121500;1420715700;0
20150108;123000;1420716600;0
20150108;124500;1420717500;0
20150108;130000;1420718400;0
20150108;131500;1420719300;0
20150108;133000;1420720200;0
20150108;134500;1420721100;0
20150108;140000;1420722000;0
20150108;141500;1420722900;0
20150108;143000;1420723800;0
20150108;144500;1420724700;0
20150108;150000;1420725600;0
20150108;151500;1420726500;0
20150108;153000;1420727400;0
20150108;154500;1420728300;0
20150108;160000;1420729200;0
20150108;161500;1420730100;0
20150108;163000;1420731000;0
20150108;164500;1420731900;0
20150108;170000;1420732800;0
20150108;171500;1420733700;0
20150108;173000;1420734600;0
20150108;174500;1420735500;0
20150108;180000;1420736400;0
20150108;181500;1420737300;0
20150108;183000;1420738200;0
20150108;184500;1420739100;0
20150108;190000;1420740000;0
20150108;191500;1420740900;0
20150108;193000;1420741800;0
20150108;194500;1420742700;0
20150108;200000;1420743600;0
20150108;201500;1420744500;0
20150108;203000;1420745400;0
20150108;204500;1420746300;0
20150108;210000;1420747200;0
20150108;211500;1420748100;0
20150108;213000;1420749000;0
20150108;214500;1420749900;0
20150108;220000;1420750800;0
20150108;221500;1420751700;0
20150108;223000;1420752600;0
20150108;224500;1420753500;0
20150108;230000;1420754400;0
20150108;231500;1420755300;0
20150108;233000;1420756200;0
20150108;234500;1420757100;0
20150109;0;1420758000;0
20150109;1500;1420758900;0
20150109;3000;1420759800;0
20150109;4500;1420760700;0
20150109;10000;1420761600;0
20150109;11500;1420762500;0
20150109;13000;1420763400;0
20150109;14500;1420764300;0
20150109;20000;1420765200;0
20150109;21500;1420766100;0
20150109;23000;1420767000;0
20150109;24500;1420767900;0
20150109;30000;1420768800;0
20150109;31500;1420769700;0
20150109;33000;1420770600;0
20150109;34500;1420771500;0
20150109;40000;1420772400;0
20150109;41500;1420773300;0
20150109;43000;1420774200;0
20150109;44500;1420775100;0
20150109;50000;1420776000;0
20150109;51500;1420776900;0
20150109;53000;1420777800;0
20150109;54500;1420778700;0
20150109;60000;1420779600;0
20150109;61500;1420780500;0
20150109;63000;1420781400;0
20150109;64500;1420782300;0
20150109;70000;1420783200;0
20150109;71500;1420784100;23117,8
20150109;73000;1420785000;0
20150109;74500;1420785900;0
20150109;80000;1420786800;0
20150109;81500;1420787700;0
20150109;83000;1420788600;0
20150109;84500;1420789500;0
20150109;90000;1420790400;0
20150109;91500;1420791300;0
20150109;93000;1420792200;0
20150109;94500;1420793100;0
20150109;100000;1420794000;0
20150109;101500;1420794900;0
20150109;103000;1420795800;0
20150109;104500;1420796700;0
20150109;110000;1420797600;0
20150109;111500;1420798500;0
20150109;113000;1420799400;0
20150109;114500;1420800300;0
20150109;120000;1420801200;0
20150109;121500;1420802100;0
20150109;123000;1420803000;0
20150109;124500;1420803900;0
20150109;130000;1420804800;0
20150109;131500;1420805700;0
20150109;133000;1420806600;0
20150109;134500;1420807500;0
20150109;140000;1420808400;0
20150109;141500;1420809300;0
20150109;143000;1420810200;0
20150109;144500;1420811100;0
20150109;150000;1420812000;0
20150109;151500;1420812900;0
20150109;153000;1420813800;0
20150109;154500;1420814700;0
20150109;160000;1420815600;0
20150109;161500;1420816500;0
20150109;163000;1420817400;0
20150109;164500;1420818300;0
20150109;170000;1420819200;0
20150109;171500;1420820100;0
20150109;173000;1420821000;0
20150109;174500;1420821900;0
20150109;180000;1420822800;0
20150109;181500;1420823700;0
20150109;183000;1420824600;0
20150109;184500;1420825500;0
20150109;190000;1420826400;0
20150109;191500;1420827300;0
20150109;193000;1420828200;0
20150109;194500;1420829100;0
20150109;200000;1420830000;0
20150109;201500;1420830900;0
20150109;203000;1420831800;0
20150109;204500;1420832700;0
20150109;210000;1420833600;0
20150109;211500;1420834500;0
20150109;213000;1420835400;0
20150109;214500;1420836300;0
20150109;220000;1420837200;0
20150109;221500;1420838100;0
20150109;223000;1420839000;0
20150109;224500;1420839900;0
20150109;230000;1420840800;0
20150109;231500;1420841700;0
20150109;233000;1420842600;0
20150109;234500;1420843500;0
20150110;0;1420844400;0
20150110;1500;1420845300;0
20150110;3000;1420846200;0
20150110;4500;1420847100;0
20150110;10000;1420848000;0
20150110;11500;1420848900;0
20150110;13000;1420849800;0
20150110;14500;1420850700;0
20150110;20000;1420851600;0
20150110;21500;1420852500;0
20150110;23000;1420853400;0
20150110;24500;1420854300;0
20150110;30000;1420855200;0
20150110;31500;1420856100;0
20150110;33000;1420857000;0
20150110;34500;1420857900;0
20150110;40000;1420858800;0
20150110;41500;1420859700;0
20150110;43000;1420860600;0
20150110;44500;1420861500;0
20150110;50000;1420862400;0
20150110;51500;1420863300;0
20150110;53000;1420864200;0
20150110;54500;1420865100;0
20150110;60000;1420866000;0
20150110;61500;1420866900;0
20150110;63000;1420867800;0
20150110;64500;1420868700;0
20150110;70000;1420869600;0
20150110;71500;1420870500;0
20150110;73000;1420871400;0
20150110;74500;1420872300;0
20150110;80000;1420873200;0
20150110;81500;1420874100;0
20150110;83000;1420875000;0
20150110;84500;1420875900;0
20150110;90000;1420876800;0
20150110;91500;1420877700;0
20150110;93000;1420878600;0
20150110;94500;1420879500;0
20150110;100000;1420880400;0
20150110;101500;1420881300;0
20150110;103000;1420882200;0
20150110;104500;1420883100;0
20150110;110000;1420884000;0
20150110;111500;1420884900;0
20150110;113000;1420885800;0
20150110;114500;1420886700;0
20150110;120000;1420887600;0
20150110;121500;1420888500;0
20150110;123000;1420889400;0
20150110;124500;1420890300;0
20150110;130000;1420891200;0
20150110;131500;1420892100;0
20150110;133000;1420893000;0
20150110;134500;1420893900;0
20150110;140000;1420894800;0
20150110;141500;1420895700;0
20150110;143000;1420896600;0
